stratified_fold,ID,Age,Gender,FamilyMembers,FinancialEducation,RiskPropensity,Income,Wealth,Wealth_log,Income_log,Wealth_Age_Ratio_log,Wealth_per_person,Income_per_person,Income_Wealth_Ratio_log,Age_bracket_Young,Age_bracket_Mid,Age_bracket_Senior,AccumulationInvestment,IncomeInvestment
3,23,0.569620253164557,1.0,0.5,0.3932306519152754,0.4461224818367715,0.13595561000606604,0.09752717703283494,0.6470156627608906,0.607351282706832,0.39699544005831644,0.09435756974731559,0.08164312450107238,0.05578367066337279,0.0,0.0,1.0,0,1
0,24,0.7974683544303797,0.0,0.25,0.6447896925896963,0.36809938390464986,0.42477077467734925,0.31888979463459005,0.8261619871389808,0.8296805783677507,0.5970652624599289,0.46278735996571846,0.3833862694032391,0.0527514118959711,0.0,0.0,1.0,1,1
3,25,0.5316455696202531,0.0,0.75,0.3941886521656473,0.43135740807151235,0.3139227191040445,0.13987116359244414,0.70134274677106,0.7700064427578988,0.4935679277791092,0.10131057328956976,0.14065293857591174,0.0834712855218371,0.0,0.0,1.0,0,1
0,26,0.5949367088607594,1.0,0.5,0.454043631938884,0.3844227897557345,0.27942931451408276,0.10612056967917999,0.6597163762521452,0.7471359191340262,0.4059729553830808,0.10266367351852752,0.16765741631495612,0.09519499174352831,0.0,0.0,1.0,0,0
2,27,0.569620253164557,1.0,0.5,0.29174844587089244,0.32777826363550866,0.16006951195414018,0.03114714901497582,0.4775453400863605,0.6387054152504121,0.19245329200078187,0.030196716898726213,0.09609971225034272,0.1567456741940791,0.0,0.0,1.0,1,1
4,28,0.44303797468354433,1.0,0.5,0.32883156697054494,0.5193639716132558,0.11540241926799437,0.04412869569843009,0.528704910269618,0.5761282408209258,0.2887340449543796,0.042744272712955673,0.0693212279423052,0.09554518770865654,0.0,1.0,0.0,1,0
2,30,0.36708860759493667,0.0,0.25,0.6010966721646973,0.4671173071461007,0.1339418239951167,0.020290258565180654,0.4157060638725616,0.6044975641370631,0.19404275300543608,0.029861942491083152,0.12185284433046496,0.18454639709143794,0.0,1.0,0.0,1,1
1,31,0.5949367088607594,0.0,0.0,0.4652616269407071,0.5275735421394058,0.10903427778428858,0.0603759566899549,0.5752258547592527,0.5653807037056512,0.29269224201558164,0.17657614365834276,0.20130671158020844,0.07041480060325604,0.0,0.0,1.0,1,0
3,32,0.36708860759493667,0.0,0.25,0.49510485028699364,0.37923598092257554,0.08838091071168316,0.03700855782669691,0.5027830925341004,0.525951335287251,0.29048519855044863,0.05410101795158685,0.0808813328199777,0.08927753638831955,0.0,1.0,0.0,0,0
2,33,0.24050632911392406,1.0,0.25,0.22868541191626557,0.2463813117565665,0.03852436302821118,0.001000384812456235,0.08124003632505086,0.37714361802618857,0.027349663543751016,0.0018944621749381755,0.03604689096893433,0.37697274927483554,0.0,1.0,0.0,0,0
3,34,0.379746835443038,1.0,0.25,0.3529489939144678,0.23887327051741783,0.10616339498448868,0.022972028597489556,0.43346708220175867,0.560341086832922,0.2068993182829173,0.03375011467678414,0.09687256755523987,0.14598166123295736,0.0,1.0,0.0,1,0
4,35,0.13924050632911394,0.0,0.5,0.6100012080104245,0.6248581668887598,0.08510895665495595,0.01745651483209975,0.39437775494676397,0.5189292953453458,0.32603900140290604,0.016963779350476747,0.05115991578976878,0.15157748932710166,1.0,0.0,0.0,1,0
2,36,0.7215189873417721,1.0,0.5,0.5079122866612555,0.48497441188106705,0.2036771949575915,0.1651598539489879,0.7264527433508291,0.6853538471747794,0.46230415348373255,0.15972919372743802,0.12224306711838838,0.04950590027461818,0.0,0.0,1.0,0,1
0,37,0.5063291139240507,1.0,0.25,0.24588144669401135,0.27461722495580926,0.04049045778453315,0.03822487289744137,0.5075350365401765,0.3856514686858211,0.2412537982066078,0.055864495941922165,0.03781493880059719,0.04558969721305137,0.0,0.0,1.0,0,0
0,38,0.35443037974683544,1.0,0.25,0.20971864556281822,0.22550975134609116,0.04332224194901024,0.013468645442084553,0.35818945525508267,0.39730555438184467,0.1469437193211522,0.019971606598262647,0.04036147417771563,0.11434990437573685,0.0,1.0,0.0,0,0
3,40,0.26582278481012656,1.0,0.25,0.45468858898901116,0.37283761485778033,0.09982172568492581,0.020830287748304876,0.4194527949211765,0.548739856917546,0.2464261550730846,0.030644905393939752,0.09116970169988792,0.14970137405646786,0.0,1.0,0.0,1,0
0,41,0.44303797468354433,0.0,0.0,0.43050743921371964,0.10216620710747061,0.3006365605026789,0.10082466535988024,0.6520150688476688,0.761502318277235,0.4591254753636124,0.2938655026288593,0.5459106523746349,0.10501793354787649,0.0,1.0,0.0,0,1
3,42,0.44303797468354433,0.0,0.25,0.5047630915950385,0.3787944373687195,0.10814640167271294,0.01777662839287911,0.3969420390699824,0.5638355498545794,0.15281556963452222,0.02621754837699608,0.09865582376098181,0.17518097048379552,0.0,1.0,0.0,1,1
4,44,0.5189873417721519,0.0,0.25,0.47550517940537546,0.5930812625829943,0.07417215083469463,0.07601790772949855,0.6096359569265043,0.49350106121933357,0.3638824413106774,0.11065883888590633,0.0681038372235173,0.04078334631892964,0.0,0.0,1.0,1,1
2,45,0.3417721518987342,1.0,0.25,0.5339664708942391,0.5792965966897243,0.18894451915071894,0.05437007415235184,0.5596339271059156,0.6707720488849283,0.3794338938652486,0.07927266356837612,0.17131505646076906,0.11843379767469951,0.0,1.0,0.0,0,0
0,46,0.4683544303797468,1.0,0.25,0.24426876441652695,0.2063583965733716,0.10620429555998603,0.031028895812211976,0.47699060984291963,0.5604137786723857,0.2205700116936025,0.04543138735518714,0.09690934817000389,0.11769447166676723,0.0,1.0,0.0,0,0
4,47,0.44303797468354433,0.0,0.5,0.46285616560291404,0.48998200997408425,0.2101186147855291,0.10083087331893749,0.652024328011474,0.6914115114426326,0.4591395366968251,0.09755081894588519,0.12610477938598372,0.078716384771604,0.0,1.0,0.0,1,1
1,48,0.569620253164557,1.0,0.5,0.4145889523235836,0.23976164271945136,0.30438688702663086,0.07609235479097526,0.6097824980075109,0.7639394529235193,0.3454141558786761,0.07363934294383156,0.18261979518724994,0.13115773149913568,0.0,0.0,1.0,1,0
0,49,0.6962025316455697,0.0,0.25,0.533728593235983,0.5144086352893379,0.03543444786083012,0.011778828942658888,0.339819576897202,0.3629999567065033,0.07376420384310114,0.017521621165936554,0.03326822641365609,0.1096104902874921,0.0,0.0,1.0,1,0
4,50,0.5949367088607594,0.0,0.25,0.4848717767260751,0.432259872392615,0.30793776522377,0.17766210552776504,0.7374893680024805,0.7662200720267051,0.5241714747994681,0.2580279786539605,0.27832197971586065,0.06696341785224677,0.0,0.0,1.0,1,0
2,51,0.36708860759493667,1.0,0.25,0.28360415267859446,0.1693224640964716,0.028690952932794063,0.008799605013504042,0.3008121997705939,0.3281725012751079,0.10186821634478124,0.013202184571165771,0.02720401127498799,0.11709733928398583,0.0,1.0,0.0,0,0
0,53,0.31645569620253167,0.0,0.25,0.31421228447396893,0.5044723711154034,0.12461672509886795,0.023102015064604058,0.4342775691446087,0.5907280601615477,0.23534931296104564,0.03393857593925749,0.1134670730798476,0.1619899840617423,0.0,1.0,0.0,1,0
2,54,0.36708860759493667,0.0,0.25,0.42367583601665654,0.2521828106388968,0.09509884839071106,0.028226173673721516,0.46321515816498715,0.5396432829985824,0.24387560634972025,0.041367852401839676,0.0869225651199261,0.11647787907762717,0.0,1.0,0.0,0,0
0,57,0.40506329113924056,1.0,0.25,0.47560722989066245,0.3431963532401497,0.10641259044838915,0.03150984171431684,0.4792342679324544,0.5607835702719673,0.24590118941572067,0.04612868818891338,0.09709666128123792,0.11651846424707583,0.0,1.0,0.0,0,1
1,58,0.5189873417721519,0.0,0.5,0.4890641137831138,0.25133315034382114,0.24985007990975908,0.06887290617715516,0.5948729857269587,0.7252123941642922,0.34385284680770556,0.06666125037606943,0.14992429284391992,0.12211645576016138,0.0,0.0,1.0,1,0
3,60,0.6329113924050633,1.0,0.0,0.4285724318675597,0.21640617157391237,0.22887891953242429,0.06256162799507631,0.5805264775164573,0.7080808032730711,0.28798365105873547,0.1829139476260761,0.4168518253626126,0.12293881326715082,0.0,0.0,1.0,1,1
1,62,0.4810126582278481,1.0,0.5,0.06132522555108069,0.1158792614034385,0.012008187503762705,0.002798648288904305,0.16591788396270196,0.2013444842647976,0.028796589506591187,0.002795945343247957,0.007335084534793027,0.1446994165856891,0.0,0.0,1.0,1,0
4,63,0.5443037974683544,0.0,0.5,0.5276923540811707,0.4173319938852651,0.10221980667847974,0.05155285698815839,0.5517319449493431,0.5532058651927806,0.2800541736753716,0.04992023413174709,0.06141808576003493,0.07634496105727229,0.0,0.0,1.0,1,0
0,65,0.620253164556962,1.0,0.5,0.3625594525490717,0.290785955823865,0.22650887403111838,0.08242331584516638,0.6217557729546287,0.7060496085836894,0.34456552888964104,0.0797586513068654,0.13593094611451167,0.09864974549390254,0.0,0.0,1.0,0,1
3,66,0.4810126582278481,1.0,0.25,0.5246170316181169,0.3778474024369814,0.05889599303248035,0.03701726828620761,0.5028176546866564,0.4515554840569702,0.2443363020462995,0.054113646836982006,0.054366463889146024,0.0643359703450374,0.0,0.0,1.0,1,0
4,67,0.3417721518987342,1.0,0.5,0.27097843662324056,0.3099837458161233,0.058860644195442464,0.01969619852179615,0.41147527304758424,0.4514475298704106,0.19991511529015693,0.019128587349704084,0.03542372207220543,0.10738885376695545,0.0,1.0,0.0,0,0
3,68,0.3924050632911392,1.0,0.5,0.5337462435988294,0.5612377753133811,0.08084670147608693,0.02944204026439134,0.46934454605971476,0.509398049835843,0.2399881961761319,0.028548612266898407,0.0486046401593135,0.09992111306903204,0.0,1.0,0.0,0,0
3,69,0.379746835443038,1.0,0.25,0.4483683710800484,0.3716384870743315,0.09609243379381001,0.04083606906745796,0.5172623334768661,0.5415914665795593,0.302412455810711,0.05965034640536638,0.08781606555365255,0.08806361308205489,0.0,1.0,0.0,0,0
3,71,0.40506329113924056,0.0,0.25,0.511560560516183,0.31699481398175056,0.12998515004788833,0.021160133675844888,0.42169679782651925,0.5987698346606348,0.1862544578594012,0.03112313348418493,0.11829473057704604,0.17631047581130757,0.0,1.0,0.0,1,0
3,72,0.5569620253164557,0.0,0.25,0.36867158039162773,0.17106109353198376,0.07228762177795392,0.021520745365843752,0.4241129044274956,0.4887753718208083,0.1481158592618411,0.03164596740581132,0.06640913888725339,0.11669868337248947,0.0,0.0,1.0,0,0
1,73,0.44303797468354433,0.0,0.25,0.5282860440673394,0.48537925809795357,0.13470593119730634,0.021437272087860542,0.4235570266106534,0.6055851464547615,0.17601289557596325,0.03152494342769484,0.12253998215922185,0.1788885164306163,0.0,1.0,0.0,1,1
4,74,0.6708860759493671,0.0,0.75,0.4165972337288045,0.0863524941469216,0.26257363094211406,0.06607017664642478,0.5886678976225879,0.7349370816430446,0.2873941693627115,0.04781028406571328,0.11756462004735689,0.13059751523392496,0.0,0.0,1.0,0,0
0,76,0.2151898734177215,0.0,0.75,0.566287080312077,0.5828613223449293,0.4407083775100485,0.05977353332532953,0.5737318961895386,0.8369709094543903,0.5001112398425382,0.04324568062667715,0.19766013716333686,0.19828990989834644,1.0,0.0,0.0,1,0
0,78,0.5189873417721519,1.0,0.25,0.47046684276793954,0.3459440811863167,0.2610484376824268,0.07246862985798086,0.6024809771668609,0.7337958697632108,0.35410777853241654,0.10551290790260062,0.23615586660201984,0.1214509510285066,0.0,0.0,1.0,1,0
3,80,0.44303797468354433,0.0,0.25,0.4255131210768396,0.4456228926215141,0.07530452585852283,0.023933818725542472,0.43936445527669155,0.4962881291824278,0.19082015625610774,0.03514456892876095,0.06912214684418584,0.11106021889967907,0.0,1.0,0.0,0,0
3,81,0.6708860759493671,0.0,0.25,0.11572148359717643,0.09863976996522299,0.05833350760247497,0.03962261952915445,0.5128189991489724,0.44983075869570355,0.20347107594958921,0.05789102301568656,0.053860638245867565,0.06013751011711116,0.0,0.0,1.0,1,1
3,82,0.5063291139240507,0.0,0.5,0.655131969094416,0.5576968379242103,0.1765220062068654,0.1086953383900233,0.6633246151403739,0.6575978340549969,0.4464499227826102,0.10515236418812357,0.10596318964902576,0.06363871958002705,0.0,0.0,1.0,0,0
4,83,0.49367088607594933,0.0,0.25,0.3025968312732031,0.23679799480648564,0.242157585807642,0.03730577533491477,0.503958015278374,0.7190964530548964,0.2413891783240919,0.05453193963190747,0.2191679113734734,0.18279979847213135,0.0,0.0,1.0,1,1
1,84,0.6582278481012658,1.0,0.25,0.3012976546092599,0.20208625860879145,0.10085701383173915,0.03810788398284954,0.5070843621129502,0.5506800782089122,0.2005734407551137,0.05569487921928331,0.09210070411329338,0.09666864770512977,0.0,0.0,1.0,0,0
0,85,0.379746835443038,0.0,0.25,0.5728938438705033,0.6487773863762061,0.27214893662316,0.0586578733971801,0.570925902111962,0.7419574591326945,0.37376401213660915,0.08548934194152405,0.2461381998641534,0.1459016893565983,0.0,1.0,0.0,1,0
1,86,0.5316455696202531,0.0,0.5,0.3709654339309742,0.48938447294877785,0.14943847397505491,0.07374630258435468,0.6050954708102324,0.6254805845679772,0.35283206029908576,0.0713717224727526,0.08972627116472255,0.07721708567040991,0.0,0.0,1.0,0,0
0,87,0.6329113924050633,0.0,0.75,0.21986385919540985,0.25571300881250036,0.525141337405108,0.1073981535069771,0.6615174324258727,0.8717189919918306,0.39538354830267824,0.07777002859722806,0.23562410384991775,0.1512246447065945,0.0,0.0,1.0,0,1
3,89,0.5063291139240507,1.0,0.5,0.3764612293670365,0.5463782017516375,0.02988440730047233,0.025216045794457752,0.44688790105562426,0.3347919498420471,0.17972933709198438,0.02446389857483109,0.018052103318101795,0.051752344763956785,0.0,0.0,1.0,0,0
4,90,0.25316455696202533,0.0,0.75,0.23655980649680725,0.128100781992713,0.21827463204260367,0.07636974092289985,0.6103272665586893,0.6988287893169203,0.521228318894048,0.055276710877514026,0.09764626446015333,0.10178990771585743,0.0,1.0,0.0,0,0
4,91,0.31645569620253167,1.0,0.75,0.697871649848848,0.3704686121074149,0.15599238306866034,0.048159757627788194,0.5416369313196304,0.6337357987631894,0.3698530864802755,0.03482654716367987,0.06964202028642189,0.11246038295063655,0.0,1.0,0.0,0,0
2,92,0.4810126582278481,0.0,0.5,0.38989801762785264,0.49557414095839925,0.056317451228594224,0.04347033394224237,0.5264846049902578,0.4435245854422504,0.27156324724728714,0.0421079208911617,0.03389904587638532,0.05374532735251419,0.0,0.0,1.0,0,1
3,93,0.5569620253164557,0.0,0.5,0.31868601244197026,0.3081813520111903,0.10197305601672423,0.027412942809369872,0.45897358333778926,0.5527508854102168,0.17811687980716584,0.026587350316360312,0.061270155632362495,0.12519908940104776,0.0,0.0,1.0,1,0
0,94,0.7215189873417721,1.0,0.25,0.23370914605622445,0.1313223640473618,0.22758993229878885,0.09582311946939867,0.6443664058892888,0.7069786507635357,0.3447650135860994,0.13937348350168613,0.20606767390225064,0.08768553123585779,0.0,0.0,1.0,0,1
3,95,0.36708860759493667,1.0,0.5,0.3509431042136814,0.4571512054589386,0.07815681855334727,0.01686754186171695,0.3895440727924061,0.503141821977736,0.16954867411737612,0.016394496552428507,0.046992021488490916,0.1465175296947613,0.0,1.0,0.0,1,0
3,96,0.49367088607594933,1.0,0.25,0.6246051421699743,0.5693429674792362,0.2765908382989707,0.0844971339678857,0.6254819271188495,0.7451327677870145,0.3964535247188148,0.12295247003964778,0.2501326638141354,0.11293207015081798,0.0,0.0,1.0,0,0
3,97,0.45569620253164556,1.0,0.25,0.583329141920877,0.7419883583696096,0.21678948783626073,0.03237790787916921,0.4832021660827074,0.6974983752375142,0.23143648363208022,0.047387256476598055,0.19635517029500293,0.18640914327951041,0.0,1.0,0.0,1,0
1,98,0.31645569620253167,0.0,0.25,0.3523431471041965,0.3288907571589226,0.11762717245610592,0.021138345302330133,0.42154958167621537,0.5797515681665611,0.22156978810274955,0.031091543546624623,0.10718158589537077,0.16536149422199828,0.0,1.0,0.0,1,0
1,99,0.35443037974683544,1.0,0.25,0.38537372343281007,0.30725431611181875,0.01845652392423048,0.005236836000649844,0.23545427160971671,0.26015560121381276,0.06819712475472049,0.008036693416829001,0.018000507751714738,0.1258835086465719,0.0,1.0,0.0,0,0
2,100,0.2784810126582279,1.0,0.5,0.5788024064408566,0.43359397680544,0.08713239091563625,0.018846848606764423,0.4052149132970022,0.5233006960820817,0.22344788116790137,0.018307632364559293,0.05237299009882896,0.14618770823721733,0.0,1.0,0.0,1,0
4,101,0.6582278481012658,0.0,0.25,0.787275314142093,0.1714813245532132,0.19237960029247259,0.08206253825697993,0.6210981422301703,0.6742676825625762,0.33201461791958603,0.11942266427236475,0.17440411803561665,0.08689209855181226,0.0,0.0,1.0,0,1
4,102,0.3924050632911392,0.0,0.25,0.44643644589549525,0.3521961030195457,0.11924405189863138,0.035474033967285046,0.4965686662430695,0.5823445201859029,0.2712552222630259,0.051876184011100605,0.10863559526253133,0.11596346006499962,0.0,1.0,0.0,0,0
4,103,0.4810126582278481,1.0,0.5,0.30097690114503267,0.4375831657026518,0.12388266483028751,0.07746185726647271,0.6124533969749947,0.5896030342015176,0.38339698854151233,0.07496306107758303,0.07440524190116773,0.06317983813209362,0.0,0.0,1.0,0,0
1,104,0.3924050632911392,0.0,0.25,0.5069813317475262,0.3147205140571357,0.2504664206315511,0.029867324879975433,0.471431618638668,0.7256944637138193,0.24230808990704233,0.043747280315422646,0.22663978796885134,0.2140995879154727,0.0,1.0,0.0,1,0
2,105,0.5063291139240507,1.0,0.5,0.28225678850260694,0.294575835027502,0.07727568910415365,0.01670089479570343,0.38814813131487896,0.5010494035449115,0.13086292009497066,0.016233420725867153,0.046463773292567935,0.1463886970613379,0.0,0.0,1.0,1,0
0,108,0.5822784810126582,0.0,0.25,0.3334690987801813,0.4615555311348721,0.06987530768439243,0.04731869750213194,0.5390277731286041,0.48255949241730767,0.2535815452462359,0.06904920434854082,0.064239819891464,0.059855004311244325,0.0,0.0,1.0,0,0
4,109,0.6962025316455697,1.0,0.75,0.14801561136224464,0.11444149479162745,0.1656407157028047,0.044323395247734,0.5293553827758263,0.6453035214485636,0.21464934248079098,0.03204546651159392,0.07398024293263686,0.1251198416842516,0.0,0.0,1.0,0,0
1,113,0.6582278481012658,1.0,0.5,0.6182714400447158,0.6103075442575228,0.1627478236104974,0.08794308453652182,0.6314789744596764,0.6419044303538626,0.3457806473085009,0.08509388657776684,0.09770539380131685,0.07138684740877539,0.0,0.0,1.0,1,1
0,114,0.22784810126582278,1.0,0.5,0.1258780984986701,0.16650813024735456,0.018469485254200616,0.006622177403543386,0.26427856467159155,0.2602580715549644,0.12090046668964329,0.006491648647570957,0.011208713867138755,0.10734168945166338,0.0,1.0,0.0,0,0
3,115,0.6708860759493671,1.0,0.75,0.2699136478800867,0.31474114943576637,0.03574624114862374,0.02771887631691195,0.4605831167019149,0.3644731203587813,0.1558294757704651,0.020008411155250955,0.01557521353564658,0.055011895745728144,0.0,0.0,1.0,0,0
1,116,0.4810126582278481,0.0,0.25,0.44513606464108896,0.42420918517065864,0.2627241547330178,0.03266537168790266,0.4844937215274373,0.7350493594005303,0.22439511780580862,0.04780403672697276,0.23766278679915234,0.208859975989062,0.0,0.0,1.0,1,0
4,117,0.7088607594936709,1.0,0.75,0.40071253480306096,0.27565398545096925,0.23331308432756387,0.08086484567626055,0.6188944108333396,0.7118267760762265,0.3149099968419131,0.05853533131537121,0.10440807054007226,0.10249873124287055,0.0,0.0,1.0,1,1
3,119,0.430379746835443,1.0,0.25,0.46827079597333704,0.25170044142169196,0.12583953055148223,0.034549315432530765,0.4926977341653943,0.5925882789299701,0.25117695093228753,0.05053547811793414,0.11456670397102839,0.12303133338018156,0.0,1.0,0.0,1,0
4,120,0.17721518987341772,1.0,0.25,0.29067524788902743,0.1765939891222388,0.03344137075680102,0.018402685154207784,0.4018358028220287,0.3533191763809347,0.29305782934995933,0.02712523861767359,0.031475914196361074,0.07418097002163358,1.0,0.0,0.0,0,0
0,121,0.7848101265822786,1.0,0.25,0.3473534992489509,0.26400994994157617,0.10427783243246892,0.11736771100178978,0.6748857884700176,0.5569610611706562,0.36920341385336225,0.1706099730363276,0.09517693982883273,0.036786371815857935,0.0,0.0,1.0,1,1
0,122,0.569620253164557,1.0,0.25,0.31075214898332876,0.26622539648343585,0.13668064647963474,0.023762425590035285,0.43833009064197137,0.6083688917510569,0.1571468773822908,0.034896074086074765,0.12431578216166103,0.16897457970542015,0.0,0.0,1.0,1,1
3,123,0.8734177215189872,0.0,0.75,0.13961264850063262,0.041203518170137704,0.03224038893088835,0.24149062029135324,0.7839800570615008,0.34725250047322287,0.5070203262615984,0.17497720769568376,0.013998861635066456,0.003937050343564993,0.0,0.0,1.0,1,1
3,124,0.24050632911392406,0.0,0.25,0.7082733310428881,0.36843354752837026,0.1296238527078669,0.04478704004867473,0.5308932962864694,0.5982385963357973,0.4108228698906244,0.06537867332773586,0.11796982712233896,0.10331951896738016,0.0,1.0,0.0,0,0
0,125,0.3924050632911392,1.0,0.25,0.22644450538245686,0.1603731513383874,0.035176460660593656,0.005098626168676976,0.23225555656317343,0.36177280504899656,0.060556940056637726,0.007836309484577865,0.033036226552760194,0.187919589369736,0.0,1.0,0.0,1,0
4,126,0.430379746835443,1.0,0.25,0.35400388766316954,0.2696749739641181,0.023414885140333644,0.008501731444782631,0.29630189049364114,0.29597732965861556,0.08614455886339842,0.012770311699590378,0.02245940769463122,0.10479806158880085,0.0,1.0,0.0,0,1
2,127,0.6835443037974683,1.0,0.25,0.1643285063666101,0.14259762104056445,0.04243477257475479,0.015512361148947773,0.37780346865288467,0.3937253398847007,0.09545189673385458,0.022934693839588977,0.039563400586514516,0.10142057794001436,0.0,0.0,1.0,0,1
0,128,0.4177215189873418,0.0,0.25,0.5891062703324594,0.27735391745094773,0.1042556361974876,0.01651397598512056,0.38656702512794117,0.5569209323643654,0.15117222902174207,0.024386888062014354,0.09515697944543633,0.1793295180650494,0.0,1.0,0.0,1,0
2,129,0.5949367088607594,0.0,0.25,0.24060344464641387,0.1643171495215998,0.1800595065890652,0.05076800208907304,0.5494555781031742,0.6614380951903888,0.26191027559805713,0.07405018877053783,0.16332504115585228,0.12029420610928333,0.0,0.0,1.0,0,0
2,130,0.15189873417721517,0.0,0.25,0.17748779672477205,0.1831397299383397,0.11118326709384527,0.01807965682998556,0.3993303687419463,0.5690721334728364,0.31698788060096666,0.02665689504969319,0.10138678233030808,0.1763958496964437,1.0,0.0,0.0,1,0
