ID,Age,Gender,FamilyMembers,FinancialEducation,RiskPropensity,Income,Wealth,IncomeInvestment,AccumulationInvestment,stratified_fold
40,39,1,2,0.430238308865685,0.3446544858896295,37.85147311208451,31.196707286497137,0,1,3
41,53,0,1,0.4092772722702159,0.11244021923134023,110.90502245924624,146.94037625983523,1,0,0
42,53,0,2,0.4736445774417704,0.3497649598125618,40.87987053414178,26.778375046849924,1,1,3
43,60,1,3,0.36468149632795566,0.44268601826248505,22.200264172993464,32.061328490440246,0,0,-1
44,59,0,2,0.4482828318749323,0.5336057961434132,28.52052660230291,111.04753942304666,1,1,4
45,45,1,2,0.4989590520589944,0.5217796630910145,70.27306385919718,79.72534205925822,0,0,2
46,55,1,2,0.24783930450639544,0.20182872564744897,40.173360256291645,45.953048306729904,0,0,0
47,53,0,3,0.4373182398818375,0.44515494152015334,77.97589538428318,146.94935854058514,1,1,4
48,63,1,3,0.3954785906794182,0.23048602038089813,112.26933732191134,111.15525669389585,0,1,1
49,73,0,2,0.4987528516778593,0.46611101860144943,14.428307278142078,18.100173717431673,0,1,0
50,65,0,2,0.4564021144995668,0.3956339966969207,113.56109575119211,258.1162801806556,0,1,4
51,47,1,2,0.2819365463877833,0.17005487863637903,11.975120789481005,13.789541913682896,0,0,2
52,57,0,4,0.4839349497674777,0.367386318000181,182.31673473841536,88.60938857656164,0,1,-1
53,43,0,2,0.30846870787074787,0.457586504255251,46.87153736626747,34.48366397453035,0,1,0
54,47,0,2,0.40335540809295156,0.24114238199451307,36.13335826371373,41.89779651144943,0,0,2
55,55,0,3,0.43359206611862405,0.31982943348020904,74.64903404265152,73.29536125042112,0,1,-1
56,74,1,1,0.5660170419145852,0.19912816399363345,112.66285313092632,178.4065267180299,1,0,-1
57,50,1,2,0.44837129267917714,0.3192246708730609,40.24913494157587,46.64892775412815,1,0,0
58,59,0,3,0.46003617372709465,0.24041344189711022,92.42963108922807,100.70945418280655,0,1,1
59,51,1,2,0.18898393144102493,0.22095416923403463,111.93747703106555,108.743624941662,0,1,-1
60,68,1,1,0.40759994260755433,0.21044890730125126,84.80062449276207,91.57768124431091,1,1,3
61,37,1,2,0.6683862959189729,0.5770559312384782,137.34960815100538,168.71005794563922,0,0,-1
62,56,1,3,0.08925767175948793,0.12420491530120001,5.906170611457983,5.106772331700515,0,1,1
63,61,0,3,0.4935204358912325,0.3828270793015449,38.723860495019004,75.6491174468021,0,1,4
64,64,1,3,0.18648602862860103,0.20675596498778456,15.164374288113736,33.41299751648559,0,0,-1
65,67,1,3,0.3503776645881423,0.2742607712781724,83.93843601877906,120.31550873182604,1,0,0
66,56,1,2,0.49085464260638195,0.3489524801199294,22.96328005300349,54.617609767345684,0,1,3
67,45,1,3,0.27099214966804197,0.29073092880816376,22.95042065437761,29.55579636327419,0,0,4
68,49,1,3,0.49876815160796956,0.5062866488954072,30.948632150847654,43.65703090251575,0,0,3
69,48,1,2,0.42475973071236356,0.3436257308350135,36.49481034638373,60.14302326135862,0,0,3
70,76,0,3,0.5502446161132953,0.5773405207554468,94.39776331899027,353.3591949684566,1,1,-1
71,50,0,2,0.47953685287683945,0.2967458605887464,48.82449316898849,31.67396055090494,0,1,3
72,62,0,2,0.3556758632500981,0.17154648265437863,27.83496202950773,32.19572872163579,0,0,3
73,53,0,2,0.4940350664047558,0.44120615113845285,50.54184547002313,32.07495144023833,1,1,1
74,71,0,4,0.39721943676903837,0.09887332722453433,97.05827600013234,96.65419169171223,0,0,4
75,38,1,2,0.09508621738890545,0.03380108197706293,77.54984004059196,3.4845056121752074,0,0,-1
76,35,0,4,0.5269756469310634,0.5248379105828406,161.8611353638585,87.54359389771716,0,1,0
77,33,1,2,0.517626997334128,0.48642578252138247,23.13118419630959,76.75737651527248,0,0,-1
78,59,1,2,0.44391543166365294,0.32158200013550103,96.50343262333881,105.91209796677245,0,1,0
79,52,0,4,0.4490394272986711,0.38201454750820457,141.10845176386852,217.08937040305267,1,1,-1
80,53,0,2,0.40494802878058145,0.4070983917306815,28.932468353308515,35.687198653554276,0,0,3
81,71,0,2,0.13641018378461348,0.10941482019968855,22.75865594166605,58.38728609743913,1,1,3
82,58,0,3,0.6039893945151376,0.5032488098198158,65.75393227619855,158.32843378334843,0,0,3
83,57,0,2,0.298400041083737,0.22794344917818893,89.63121234689879,55.0350499092539,1,1,4
84,70,1,2,0.29727387091193164,0.1981635753726065,38.22809605326512,56.1956189467181,0,0,1
85,48,0,2,0.5327026125225545,0.581388584321324,100.54163452152484,85.92934828113697,0,1,0
86,60,0,3,0.3576642529019424,0.4446423028809783,55.90133269017883,107.76075950415871,0,0,1
87,68,0,4,0.22668430914006685,0.2441710076881363,192.57663209406005,156.4515401542793,1,0,0
88,52,0,3,0.5385461596415299,0.55980715015007,157.6758721070767,195.51705760493755,0,0,-1
89,58,1,3,0.3624281938363898,0.49353833164174915,12.409282327506292,37.54244985800529,0,0,3
90,38,0,4,0.2411569196500191,0.13468999558609504,80.94293718528725,111.55660600855852,0,0,4
91,43,1,4,0.6410375920035679,0.3426220723408181,58.285550578369374,70.73965029565692,0,0,4
92,56,0,3,0.3740756553126976,0.4499525394872711,22.025243622154797,63.95453465451706,1,0,2
93,62,0,3,0.31234668623517076,0.2891846200970934,38.63409615235299,40.721134766302,0,1,3
94,75,1,2,0.23868587098725585,0.13745385350709827,84.33170947178911,139.7036517650991,1,0,0
95,47,1,3,0.34030822186823356,0.4169887555988127,29.970091421957854,25.463019972248684,0,1,3
96,57,1,2,0.5775277108378541,0.5132402509421176,102.15753448012886,123.31611109256247,0,0,3
97,54,1,2,0.5417482810019754,0.6613560906266877,80.40266307822644,47.90493056121904,0,1,3
98,43,0,2,0.34152182628886785,0.3069516216776456,44.328838619105674,31.642435006649762,0,1,1
99,46,1,2,0.37015384443636545,0.2883892979634122,8.251982679213135,8.63458015806331,0,0,1
100,40,1,3,0.5378243539374455,0.39677855082786734,33.23527558568046,28.32687405219242,0,1,2
101,70,0,2,0.7185357050558515,0.1719070070231434,71.52269698479941,119.79350052341404,1,0,4
102,49,0,2,0.42308507277138735,0.32694573130016896,44.917036110840506,52.38470781234851,0,0,4
103,56,1,3,0.29699583098561433,0.4002009535930015,46.60449679576778,113.13678647029862,0,0,4
104,49,0,2,0.4755674228583828,0.2947946944366029,92.65384698132073,44.272374170821834,0,1,1
105,58,1,3,0.2807686056544954,0.2775121823795914,29.649549198290355,25.221898740732833,0,1,2
106,43,0,3,0.6672703737183768,0.29969835216088275,127.80535344624285,43.91103113946874,0,1,-1
107,59,0,2,0.3236402660651455,0.3862860493581937,29.247709439537225,44.366284523935796,0,0,-1
108,64,0,2,0.3251611643145318,0.4207673122829551,26.95739684945128,69.52272246051184,0,0,0
109,73,1,4,0.16440382346646304,0.12297142735298108,61.79547525522887,65.18882696736206,0,0,4
110,52,1,3,0.2086134764078384,0.12478325413474542,131.9179259947191,309.18641893118087,1,1,-1
111,41,0,3,0.4598485743476183,0.4881500160079124,70.61214186982077,56.26980989250732,0,1,-1
112,47,1,3,0.566012389335307,0.5723134140290478,21.84956957485429,59.857976088874054,0,0,-1
113,70,1,3,0.5720374441108353,0.5483845583316598,60.74308270956271,128.3020485274578,1,1,1
114,36,1,3,0.14521428030668335,0.1676404068739711,8.256697824682531,10.639027239708804,0,0,0
115,71,1,4,0.2700691548551775,0.2948123979293943,14.541733192898906,41.16378920880221,0,0,3
116,56,0,2,0.42195785841992073,0.3887271555019821,97.11303439084928,48.320861241765336,0,1,1
117,74,1,4,0.3834500437259193,0.26127875950070967,86.41370988542819,118.06056206281721,1,1,4
118,25,0,1,0.5715158147021153,0.7455956822344997,3.6028046381486853,41.655649411645285,0,0,-1
119,52,1,2,0.4420118241985497,0.24072854805851387,47.31637640694694,51.046734830049544,0,1,3
120,32,1,2,0.28806601032367035,0.17629326142449972,13.703254486579013,27.684215040925466,0,0,4
121,80,1,2,0.33719663115694837,0.2512891149008961,39.472540671527,170.8764684672822,1,1,0
122,63,1,2,0.3054693456684302,0.25318978959097344,51.26021849488004,35.43921034571631,1,1,0
123,87,0,4,0.15711985170790782,0.060139142354541965,13.266354567486978,350.4696018069439,1,1,3
124,37,0,2,0.6500541202575496,0.34087615084599576,48.693058391860546,65.85967349387504,0,0,3
125,49,1,2,0.23238863531274,0.1623770891111135,14.334455244349279,8.434604690807301,0,1,0
126,52,1,2,0.34296141224552007,0.25614924922365295,10.055763192293153,13.358549376914802,1,0,4
127,72,1,2,0.17854439131960717,0.14712711584323548,16.974924749898907,23.502212319247946,1,0,2
128,51,0,2,0.5467560908529212,0.26273716423590104,39.46446600040521,24.951446371667053,0,1,0
129,65,0,2,0.24466208164687944,0.16576072188351612,67.0408240487669,74.51351281627501,0,0,2
130,30,0,2,0.18995130824998757,0.1819089798189165,41.98463850661115,27.216826150054473,0,1,2
131,49,1,2,0.19900715922268009,0.12271689439930862,14.877565022710135,23.79095073717698,1,1,4
132,43,0,2,0.5551565353053651,0.5978187653277371,71.80022565749084,26.464903624893793,0,1,3
133,40,0,2,0.6864594433926186,0.6209112579020863,50.38438573649382,53.96315995328662,0,1,4
134,62,0,3,0.3128049960134925,0.2391308738791931,60.56616540841641,28.79923157072418,0,1,2
135,57,1,3,0.4870188105440561,0.5149473880954671,41.87461059866938,125.87058100310182,1,0,1
136,56,1,3,0.6918005153624484,0.6866284436708823,133.33992988342052,175.8347256238248,0,0,3
137,31,1,2,0.7117858731094555,0.6009032174741847,31.99374685736113,40.74862689158415,0,1,2
138,68,1,3,0.6264232157492057,0.5926571794367034,74.14752354917646,176.89672415095785,1,1,-1
139,61,1,2,0.26995562399266226,0.21548909598141713,74.924950492933,111.07578809007998,1,0,-1
140,52,1,2,0.5410785268975276,0.39902215987472867,26.967490284262254,60.67739090330673,0,0,1
141,55,0,2,0.39317970094102833,0.2558729522172469,80.91704215737757,51.574058308801995,0,1,-1
142,52,1,3,0.22723560546114446,0.355439672879122,20.32708838170297,31.565964435644737,0,0,4
143,30,0,2,0.3886022747578627,0.6359042322271274,48.6626649873524,33.596907419849266,0,1,-1
144,51,0,3,0.503231213771621,0.5476477426158923,60.50808901347336,41.206101264862625,1,1,3
145,49,1,3,0.5779699858127467,0.47823130705877614,45.25579903934688,88.51039273142057,0,0,4
146,45,1,2,0.5547345416773592,0.579913550216696,73.74199586519745,54.75071753640803,1,1,1
147,43,0,2,0.4827141823739098,0.3925406055044773,75.69121650768791,71.2233934658423,1,1,-1
148,46,0,3,0.6334700025675758,0.577531259671244,111.94664677061482,206.82750844779906,1,0,3
149,38,0,3,0.3734368315391641,0.3647788984378684,43.22927804466327,33.79716001648643,1,1,-1
150,66,0,2,0.25084615517070874,0.19068052826422102,45.31760184812912,74.5744776493646,1,1,2
151,61,0,3,0.3199247308439824,0.3249597940009382,18.538114365134437,87.35454414010275,0,0,3
152,55,1,3,0.2575313924052168,0.2690023560220862,18.513977666621553,52.384191820753045,0,1,0
153,54,1,2,0.6851228800535806,0.3309966354408013,162.3963321923648,78.54749481940256,0,1,2
154,49,0,2,0.42506344568619336,0.3837785008717221,48.622996056728454,43.01338388198404,0,1,2
155,78,0,2,0.13055902721501375,0.6287446249942136,36.8124575191937,655.0026635815956,1,1,3
156,54,0,2,0.3913465173002593,0.3740822124297564,44.887649286542256,44.16456450218064,0,1,3
157,47,0,4,0.30782128208308374,0.48363457084971634,68.69487740761976,47.4255171596204,0,1,1
158,69,0,1,0.3708103932861674,0.29961456708516904,46.44837253592937,70.50744527603639,1,0,3
159,52,1,3,0.6330283736142492,0.48726954536157074,106.62586592062269,115.75055773987498,0,1,0
160,48,1,3,0.6208085191474259,0.4977547040640798,44.75983444108468,68.97119994115785,0,0,0
161,50,0,1,0.2861945205625344,0.1229763921645467,8.929223482650547,12.071895097071872,0,0,1
162,41,1,2,0.33609353429855227,0.2111984547453999,60.31971036836806,34.27945812729662,0,1,0
163,46,1,3,0.46452910241305745,0.4781444293273635,95.85196740873165,73.0324083990211,0,1,0
164,75,1,3,0.39200598143229687,0.3626527763344193,62.72184329350804,190.57754394130163,1,0,0
165,82,1,3,0.22232617895983936,0.15491659037797653,144.71562801297063,567.7847946627068,1,1,2
166,59,0,3,0.6011835167512385,0.7199849256632656,85.94006219518202,120.68974718705405,0,0,1
167,44,0,3,0.2738914979988797,0.4449762507753934,47.371476928443876,47.91096319247991,0,1,2
168,45,0,2,0.7303702779603786,0.6267165433001284,104.66125466096443,185.98231672435642,1,0,-1
169,53,0,2,0.37363005450325,0.3118076888373047,33.64216950467392,52.51276042343442,0,1,-1
170,65,0,2,0.4836501704949549,0.44580974035422793,85.75649242055013,147.74198524626328,0,1,0
171,38,0,3,0.3197735016095752,0.27266127597603573,25.186824340818315,39.134441557591884,0,0,3
172,33,1,2,0.2791731711226748,0.41985522811838616,18.143873581677877,17.111088887949588,0,0,-1
173,34,0,4,0.6757629005708686,0.6421248007142683,95.70099864594086,43.309290571766944,0,1,1
174,61,1,3,0.403603414657643,0.4205968311561253,167.39364396666056,72.89275360703621,0,1,0
175,60,1,2,0.4427403802717455,0.23475618451496139,54.197599557674245,60.021705777781534,0,1,2
176,60,0,2,0.4420823357106535,0.37535414102007675,31.233474326565755,122.53235678352735,1,1,4
177,54,0,2,0.5315280046435032,0.4676251178688453,111.45335554374245,107.75398467928245,1,1,3
178,57,0,2,0.6739208059200186,0.3861315408322193,67.12734642257914,107.01615392051961,1,0,-1
179,49,1,3,0.5392781243651015,0.3106131943964234,96.85840643812472,63.44163103979028,0,1,4
180,62,0,2,0.4847790829758355,0.30221371431613825,50.59858597117847,51.541725194256585,0,1,2
181,30,1,3,0.7377503818912942,0.7362245811974985,43.25786541804844,139.51535566203978,1,0,1
182,61,0,1,0.5687093556490346,0.5131182156986484,26.17259572662906,101.28859756728703,1,0,1
183,46,0,3,0.2827199629863215,0.15756287127886257,64.97905595777317,39.51446620928563,0,1,3
184,50,1,2,0.36765898859827406,0.33082310244429797,56.270360306705605,36.16063073738769,0,1,2
185,64,1,1,0.1547612360142315,0.07590740949886678,7.201011723492348,19.26006795475615,1,0,4
186,74,1,2,0.5440359758040486,0.4039983332204015,35.53231984839702,41.760218022825846,0,0,0
187,44,0,3,0.664323160307817,0.6019470392611356,94.82356159817854,94.9985059391242,0,1,4
188,70,0,3,0.6506545164021434,0.28394179895744015,57.35340619730323,181.33606830559862,1,0,0
189,65,1,4,0.5698278839570821,0.6293907008367624,128.4415174225229,150.67783651239688,0,1,1
190,54,1,2,0.25846875079108006,0.23282709558789258,9.7909117275972,19.057198484875148,0,0,4
191,52,0,2,0.2768612722468914,0.1393967351429332,67.36614627437375,75.07994954188587,1,0,2
192,51,0,4,0.48580973805717864,0.7139787682099094,87.26838497793217,296.2651585356252,1,1,4
193,51,0,2,0.41092161039185016,0.593625537340532,38.83604682787701,85.99991938371956,0,0,0
194,55,1,2,0.4954282906770706,0.43064693292804695,80.93942274790349,84.69702341717216,0,1,4
195,55,0,3,0.581175837960137,0.466980460086297,51.12185692107023,96.23033888170079,0,1,0
196,62,0,2,0.3791194727269742,0.3904797540048346,29.05317190156242,45.85536100512775,0,1,3
197,70,1,2,0.38425216776662785,0.3864469576631318,121.72494363429568,286.25087838941954,1,1,1
198,59,0,2,0.5400924599726945,0.2376372488900418,35.19394396333762,53.84014837074312,0,1,4
199,52,0,2,0.5208760446837157,0.3122116918044879,85.62969505368565,66.42956374485132,0,1,-1
200,60,0,2,0.25782694278262863,0.16566923982630266,49.19997037364236,58.226985796065186,0,0,4
201,57,0,3,0.31231847896258075,0.24494223729226158,59.20145924465312,59.806443247052954,0,1,4
202,40,0,3,0.30867923277869697,0.4812818807189362,67.30211536581324,80.71228317424277,0,0,2
203,66,1,2,0.22311825513679945,0.1220236053666651,22.728413925514104,26.623274389617734,0,0,2
204,60,0,2,0.3841494663634904,0.25434102213428245,112.60772958028863,216.7827178286572,0,0,0
205,56,1,2,0.41932353357462304,0.41498985239757297,76.19065392890103,99.22649091228327,0,0,4
206,59,0,3,0.5551062690659824,0.2413086731986729,74.02738042707911,93.5704420961538,1,0,2
207,57,0,2,0.5041058604545857,0.5309765456008725,20.837943493839315,51.98807001588982,1,0,-1
208,40,1,3,0.6584546484581376,0.23469163859249587,23.73186870038751,6.02012994846326,0,1,3
209,53,1,2,0.277334502129927,0.23558874324466972,19.62483637778765,13.72549134259513,1,0,1
210,54,0,3,0.459547462992717,0.3769501251991489,101.93392624189148,116.53451753195185,1,0,-1
211,45,0,2,0.7509723139322021,0.6638701394817427,168.0904921082204,133.32379378681628,1,1,2
212,72,0,1,0.3049033671711472,0.286843998237161,36.56676708477746,30.854220793791754,1,1,0
213,45,1,3,0.5267665594182515,0.28807737255663957,111.97638409099777,96.35262453214779,0,1,-1
214,51,1,3,0.5418035865074319,0.542105058606832,71.46045597349695,79.85756486505294,1,0,3
215,51,0,3,0.3424568761030328,0.32066317954001355,60.31136349545075,73.01963699253791,0,1,1
216,40,0,3,0.5342819159031414,0.49603806604436884,9.729887202726253,36.90070245613214,0,0,4
217,53,1,3,0.2783474866263213,0.18450493782647673,30.082637589082072,34.0471304049225,0,0,3
218,53,1,3,0.3663865825054921,0.32889672997298225,36.03852804423072,41.40846161040672,0,1,2
219,68,0,4,0.3209561468034171,0.321571986175287,70.38549872056066,90.68589604159267,1,0,-1
220,53,1,3,0.34830171325664766,0.32314492253628824,52.232791293914524,71.78792183076528,0,0,-1
221,46,0,3,0.39604969882805174,0.4036034606134486,51.81292429994282,55.070964588935276,1,1,-1
222,66,1,3,0.3167336596579188,0.2099536996829269,34.037289912001626,80.81388181543021,0,0,0
223,69,1,3,0.28729030198925226,0.11671885080880014,124.29116665856542,129.51704034929924,1,1,0
224,52,1,3,0.49508361922399124,0.4195233429549274,93.32579470052939,157.94462137091395,0,1,4
225,41,0,3,0.6445759360266284,0.46924166278351404,86.27806401353236,94.15094416311484,1,1,0
226,47,1,2,0.15829913472342266,0.1453507822719426,68.96517999304133,41.34031336367872,0,1,1
227,53,0,2,0.3958446824334019,0.3753964552359283,38.254068547475796,92.56108461548493,0,0,2
228,59,1,3,0.47743185238078173,0.23254950309693254,69.49644247261867,19.47846125308777,0,0,0
229,52,1,3,0.5002715198082346,0.2389054541004492,130.12500584768728,86.21628294810552,0,1,4
230,58,1,2,0.5070642051098503,0.33299933180099145,91.76708673016931,87.86992238699455,0,1,4
231,58,0,2,0.4339253636469883,0.29883679541885527,27.88191505427815,38.20764235392548,0,0,0
232,32,0,4,0.1346062694197606,0.16327805976514412,196.82969428767828,64.08832244587425,0,1,4
233,47,0,2,0.5266008863561972,0.4165420858359207,65.41357452240864,58.44466393565029,1,1,2
234,45,1,3,0.5756009077032193,0.5979495235617271,42.749684951568284,116.32711855988123,1,0,4
235,51,1,2,0.3578823214428245,0.29931139509208166,33.8799395910072,33.9556078920507,0,1,2
236,51,0,3,0.37871877587236863,0.4191753271171387,37.663343036838896,27.339662720875534,0,1,2
237,55,1,3,0.2591816524982438,0.21480542656743504,17.761487984982836,67.3390207973899,0,0,1
238,28,0,2,0.44984439102345924,0.2910467287896211,63.68615383571732,18.621197217930806,1,0,2
239,50,0,3,0.313769607005846,0.37537182728264123,123.20504840885694,61.86489214046056,0,1,-1
240,68,1,2,0.5707003424309516,0.3632703304938583,129.26879316551927,109.9634696588889,1,0,4
241,44,0,3,0.2686308714259026,0.17094754669810064,54.98508111653063,32.53021360686445,0,1,0
242,76,1,4,0.24540908348199236,0.3365103735540089,162.15522868861825,338.1469633554181,1,1,2
243,58,1,2,0.5596528222863245,0.49789529705828517,44.476255174555895,55.37363775560542,0,1,3
244,55,0,3,0.45924956166442843,0.42185982380000964,101.92949260841608,104.28046733204197,0,1,0
245,58,0,3,0.3646426583457438,0.23144789469317525,151.86786472183067,163.52910827737927,0,1,0
246,35,0,3,0.3689618455780092,0.39526031346254176,12.707547702095956,55.362301597214,0,1,2
247,54,0,4,0.5330954745921926,0.3456301745800013,43.42913815206246,58.76902202247791,0,0,2
248,72,1,3,0.5281792535673269,0.4256669721336401,156.72300965143592,209.52382617650488,1,1,4
249,56,0,3,0.51237339841149,0.37879220931825336,57.40696055160351,75.65649074767784,0,0,3
250,55,0,2,0.5916873597112201,0.5222226388385369,63.298570921966615,171.11518775423153,1,0,-1
251,44,1,1,0.2411513120601753,0.20547495879350922,4.305029705862673,4.901306575397801,0,0,3
252,54,0,3,0.3927610005607522,0.2940873191206154,68.75154062788312,54.233694550676404,0,1,4
253,59,1,4,0.13956964975955516,0.1672862327973001,23.58250200102019,32.38838282277891,1,0,-1
254,60,1,3,0.46836810277403296,0.263462515055068,43.233816102295535,73.42412944393494,0,1,4
255,44,1,2,0.6826904498428901,0.5271415571315572,5.038035531013852,61.81710008061919,0,0,1
256,51,0,3,0.4572375208741759,0.23522108373981873,99.15172016658354,96.24735603695724,0,1,1
257,78,1,1,0.15641645405821877,0.10279686770757789,170.60050772840333,242.17270655076302,1,1,2
258,36,0,2,0.2116330597743271,0.32450286327405314,17.952263299059904,15.136884169203968,0,0,0
259,74,1,1,0.6172294304010352,0.4621217537618936,74.25770435693786,207.19005369385295,1,0,-1
260,60,0,3,0.20681160503301,0.1661404698208935,61.28058053405453,83.03857710080815,0,0,2
261,64,1,3,0.5089509290302446,0.43857991074803754,47.52606586197999,90.22117887961565,1,1,-1
262,34,0,3,0.4600687848512701,0.4900238702199052,85.63176993996895,135.10398859560127,1,0,-1
263,50,1,2,0.4111672927872621,0.32288736654686395,45.86157375685058,68.48373994650571,0,1,1
264,53,1,2,0.34304114188538426,0.21307141623316242,25.109174017617892,25.636209492077654,0,1,1
265,59,0,3,0.4908254286480664,0.5729253952366528,74.90289495523386,175.38174338476358,1,1,3
266,41,1,2,0.4104057379732803,0.376260903961733,54.116932056966746,51.421415417484276,1,1,3
267,59,0,3,0.29353610919246875,0.4053381171912629,31.80281930873618,41.58159323874276,0,1,3
268,46,0,3,0.3943067051699324,0.3647937844066868,51.930096811806095,69.81820055849501,1,0,3
269,56,0,3,0.4186232365099993,0.47299226769899044,64.80448915098533,55.01028881916747,0,1,2
270,60,1,2,0.3827032066643386,0.3596124384276529,32.329279771930274,53.432440996850495,0,0,1
271,63,1,2,0.5400045685884157,0.417116022329387,175.0459641310127,132.90473206074927,0,1,0
272,73,1,2,0.46230347038322517,0.13693970224265914,12.564814414361214,40.16987283836655,0,1,0
273,67,1,3,0.1439221336734494,0.11445918077793542,63.907361363162956,43.49113701427674,1,1,3
274,49,0,3,0.3257780808600817,0.2910461757301546,29.079849336667763,31.716153526958813,0,1,4
275,57,1,2,0.40116238774676616,0.3931567160599196,46.04637743125148,77.21503145844825,0,0,0
276,44,1,2,0.48870580853775764,0.5104157177881796,81.58384183760516,61.65813813291482,0,1,2
277,40,0,3,0.5780987142893119,0.536072016461272,79.68144133552815,109.76942816059147,0,0,4
278,65,0,2,0.5067811560791399,0.3957160713969002,23.03612956516238,107.82078230681505,0,1,4
279,55,1,3,0.3329493972619337,0.361592273537035,23.5848462500319,70.97434642504452,0,0,2
280,54,1,1,0.7398960317713795,0.4912435695122595,11.986942139500314,19.310192333936733,0,0,3
281,67,0,2,0.2623659753016285,0.32922689262004157,18.805528585467048,34.06387622815817,0,1,1
282,72,1,2,0.09267020283411587,0.057533395007429385,34.83337466618788,30.3234412144457,1,0,1
283,61,1,3,0.45916337753418585,0.20376251646608134,66.98862424274526,84.10107873040624,1,1,4
284,69,1,3,0.549159501597161,0.41938657228224163,33.90603886759505,192.46523431721135,1,0,1
285,67,0,2,0.5779278298004821,0.2612460148472084,222.90214626063053,353.29090682890836,1,1,2
286,57,0,2,0.48285343111267964,0.4225911151878188,63.6345105977088,92.19515994945998,0,0,4
287,46,0,2,0.5778881973359898,0.5990633978895845,12.979245678480096,39.2398596711269,0,0,1
288,47,1,3,0.44019835179349825,0.25262168273501956,43.07145708088217,28.182320265129313,0,0,3
