stratified_fold,ID,Age,Gender,FamilyMembers,FinancialEducation,RiskPropensity,Income,Wealth,Wealth_log,Income_log,Wealth_per_person,Income_per_person,Inc_to_Wealth_ratio,Age_bracket_Young,Age_bracket_Mid,Age_bracket_Senior,AccumulationInvestment,IncomeInvestment
3,19,0.6962025316455697,1.0,0.5,0.2581504498660996,0.4729320034677558,0.17193536711778926,0.07099880321659774,0.5975388974262893,0.6525069067457071,0.07026491261306629,0.10547754488622749,0.0034003737439315565,0.0,0.0,1.0,1,1
0,21,0.6075949367088608,1.0,0.25,0.4251863015972199,0.5059597250510492,0.1629881987031086,0.05238820681831117,0.5520514243192264,0.6421890650681422,0.07813270871074394,0.15121930721854498,0.004383983563840611,0.0,0.0,1.0,1,1
0,22,0.2784810126582279,0.0,0.5,0.4989269630803509,0.4207074353986326,0.12999195874542827,0.04050498835713115,0.5138465809603221,0.5987798324602152,0.04012750628057501,0.07978034652040988,0.004535505620388016,0.0,1.0,0.0,1,0
3,23,0.569620253164557,1.0,0.5,0.38546456419807845,0.4459206880934751,0.13595561000606604,0.1007104579427417,0.6501958913324266,0.607351282706832,0.0996293006182786,0.08343405839972756,0.001873179370223945,0.0,0.0,1.0,0,1
0,24,0.7974683544303797,0.0,0.25,0.6402433284496677,0.36786916406988196,0.42477077467734925,0.3292983374275657,0.8302227604825579,0.8296805783677507,0.48864315954550946,0.3917962790684643,0.0017568098978223178,0.0,0.0,1.0,1,1
1,25,0.5316455696202531,0.0,0.75,0.3864348259675943,0.43115023498096416,0.3139227191040445,0.14443654955414761,0.7047900052689506,0.7700064427578988,0.10697076651196652,0.14373831921488714,0.003025005572144222,0.0,0.0,1.0,0,1
2,26,0.5949367088607594,1.0,0.5,0.4470558942466153,0.384198517014073,0.27942931451408276,0.10958433838330675,0.6629590317079879,0.7471359191340262,0.10839946406997383,0.17133517059095096,0.0035649183307731747,0.0,0.0,1.0,0,0
2,27,0.569620253164557,1.0,0.5,0.282683479566036,0.327533353639963,0.16006951195414018,0.03216378999520241,0.47989258362644116,0.6387054152504121,0.03188379897495014,0.09820776768516243,0.00700796455581001,0.0,0.0,1.0,1,1
1,28,0.44303797468354433,1.0,0.5,0.3202412303947551,0.5191888618820414,0.11540241926799437,0.04556905354400377,0.5313036146879563,0.5761282408209258,0.04513238320182464,0.07084186716057332,0.0035815572343941087,0.0,1.0,0.0,1,0
4,29,0.5063291139240507,0.0,0.25,0.3860440323622758,0.3290139484379074,0.32235313063644794,0.09056148806784003,0.6341636727316597,0.775221824410135,0.13472338259150185,0.29767493972543835,0.0049954818526054936,0.0,0.0,1.0,1,1
3,30,0.36708860759493667,0.0,0.25,0.5959910776839785,0.46692316243034215,0.1339418239951167,0.020952531325581236,0.4177493533596305,0.6044975641370631,0.031530320815352605,0.12452582372576132,0.008962764362236364,0.0,1.0,0.0,1,1
4,31,0.5949367088607594,0.0,0.0,0.4584174692322829,0.5274014233943084,0.10903427778428858,0.06234662411000935,0.5780532201596289,0.5653807037056512,0.18644140311862856,0.20572260105037515,0.002461181477239771,0.0,0.0,1.0,1,0
2,33,0.24050632911392406,1.0,0.25,0.21881329697255636,0.24610674647609965,0.03852436302821118,0.0010330373096671453,0.0816393495094815,0.37714361802618857,0.002000305243578436,0.03683762012551558,0.033928043089434624,0.0,1.0,0.0,0,0
4,34,0.379746835443038,1.0,0.25,0.3446673381475402,0.23859596983842546,0.10616339498448868,0.023721834162676793,0.43559767111788483,0.560341086832922,0.03563572408699477,0.09899757644171583,0.00632375341847175,0.0,1.0,0.0,1,0
4,36,0.7215189873417721,1.0,0.5,0.5016140180384148,0.48478677302967516,0.2036771949575915,0.1705506611696439,0.7300234231708768,0.6853538471747794,0.1686532188355658,0.12492460649008436,0.0016342710085094484,0.0,0.0,1.0,0,1
1,37,0.5063291139240507,1.0,0.25,0.23622942512662953,0.27435294684251027,0.04049045778453315,0.03947253033898785,0.5100296862328488,0.3856514686858211,0.05898562961075743,0.03864445207789306,0.0014891339386124008,0.0,0.0,1.0,0,0
2,39,0.620253164556962,1.0,0.5,0.5445813763057775,0.5247129629482831,0.1288844032108659,0.0809927434068491,0.6173383880589841,0.5971469423797795,0.08014204467293769,0.07910178759119414,0.0022241945531345,0.0,0.0,1.0,1,1
2,40,0.26582278481012656,1.0,0.25,0.4477091061518055,0.37260912129882123,0.09982172568492581,0.021510187027197352,0.42151450044021577,0.548739856917546,0.03235702763527767,0.09316961180012502,0.006555881670951181,0.0,1.0,0.0,1,0
3,41,0.44303797468354433,0.0,0.0,0.4232184599742149,0.10183910005584916,0.3006365605026789,0.10411557608089689,0.655219870632796,0.761502318277235,0.3102836855713432,0.5578858174476209,0.0040433165186486075,0.0,1.0,0.0,0,1
0,43,0.5316455696202531,1.0,0.5,0.3711132425321974,0.4869173439806754,0.0567985602687499,0.022127260700162143,0.4255757695322877,0.44504754358223086,0.02196457558730372,0.034937417614256686,0.0037017857626451944,0.0,0.0,1.0,0,0
3,44,0.5189873417721519,0.0,0.25,0.46879212971555395,0.5929330102121215,0.07417215083469463,0.07849912744536192,0.612632455775049,0.49350106121933357,0.11684131707670724,0.06959777160510126,0.001314996769229856,0.0,0.0,1.0,1,1
1,45,0.3417721518987342,1.0,0.25,0.528001671786284,0.5791433221627982,0.18894451915071894,0.05614470994501019,0.5623846546493396,0.6707720488849283,0.08370160497579046,0.1750730451933241,0.004737422532767904,0.0,1.0,0.0,0,0
4,46,0.4683544303797468,1.0,0.25,0.23459610200420722,0.2060692497769421,0.10620429555998603,0.03204167701535543,0.479335126758173,0.5604137786723857,0.04796962618300341,0.09903516388069436,0.004697898852457476,0.0,1.0,0.0,0,0
3,47,0.44303797468354433,0.0,0.5,0.4559812202091714,0.4897961955368109,0.2101186147855291,0.10412198666734639,0.6552291753074891,0.6914115114426326,0.10300095575103936,0.1288710297660978,0.002815231127502185,0.0,1.0,0.0,1,1
4,48,0.569620253164557,1.0,0.5,0.40709623114176746,0.23948466570037696,0.30438688702663086,0.07857600445423182,0.6127797171386693,0.7639394529235193,0.07775355231308541,0.18662576609741538,0.005441971349932369,0.0,0.0,1.0,1,0
2,49,0.6962025316455697,0.0,0.25,0.5277607495135204,0.5142317201844925,0.03543444786083012,0.01216328917676983,0.3414898671078041,0.3629999567065033,0.018500549210153316,0.03399800243333267,0.004275499010130521,0.0,0.0,1.0,1,0
1,50,0.5949367088607594,0.0,0.25,0.4782786108382846,0.432053028096155,0.30793776522377,0.18346098545176787,0.7411142953331691,0.7662200720267051,0.2724439292161141,0.28442728584249477,0.0023184208079622807,0.0,0.0,1.0,1,0
1,51,0.36708860759493667,1.0,0.25,0.27443494693658527,0.16901982402904642,0.028690952932794063,0.009086823566387781,0.30229075988503523,0.3281725012751079,0.013939786908258032,0.027800761904872736,0.004666087355254192,0.0,1.0,0.0,0,0
1,52,0.49367088607594933,0.0,0.75,0.5104476747937403,0.3991152389118408,0.4969381958584894,0.06248518735895896,0.5783856261035616,0.8607665649181503,0.04622562409472895,0.22783350590826382,0.011181614502701616,0.0,0.0,1.0,1,0
4,53,0.31645569620253167,0.0,0.25,0.30543483457317466,0.5042918359395563,0.12461672509886795,0.023856063379883122,0.4364121417876844,0.5907280601615477,0.03583471462717231,0.11595610113703832,0.00735543828367253,0.0,1.0,0.0,1,0
4,54,0.36708860759493667,0.0,0.25,0.4162994185605627,0.251910359013774,0.09509884839071106,0.02914747420295779,0.46549196561425177,0.5396432829985824,0.04367906267523084,0.08882930949531186,0.004633190503982416,0.0,1.0,0.0,0,0
2,55,0.4683544303797468,0.0,0.5,0.4516275994893446,0.3436622350243954,0.20097349977398468,0.051555680834103376,0.5496638762698536,0.6827558402508812,0.05104903941668004,0.12326815094319482,0.005488249651262549,0.0,1.0,0.0,1,0
0,56,0.7088607594936709,1.0,0.0,0.6063514945850634,0.20292029968488076,0.30546861149986604,0.12657273182580567,0.6847743188492705,0.7646369542693686,0.37686772212519354,0.566767082309512,0.003367897564567182,0.0,0.0,1.0,0,1
2,60,0.6329113924050633,1.0,0.0,0.4212586863196857,0.2161206854751329,0.22887891953242429,0.06460363558873777,0.583379896678604,0.7080808032730711,0.1931332984106752,0.4259959396933715,0.004981565430467668,0.0,0.0,1.0,1,1
3,62,0.4810126582278481,1.0,0.5,0.04931105466505818,0.11555715041767577,0.012008187503762705,0.002889995992617834,0.16673340795304153,0.2013444842647976,0.0029521540228377025,0.00749598787629473,0.006244769216366874,0.0,0.0,1.0,1,0
0,64,0.5822784810126582,1.0,0.5,0.1629116046981931,0.2118145845492243,0.03745780163820547,0.023091936753364076,0.43171670279355245,0.372373159203907,0.022917976607430435,0.02308803936005635,0.002394504301177207,0.0,0.0,1.0,0,0
0,65,0.620253164556962,1.0,0.5,0.3544008017839531,0.2905275684510623,0.22650887403111838,0.08511360767810641,0.6248118434448395,0.7060496085836894,0.0842147447124794,0.1389127445299992,0.003730395868701316,0.0,0.0,1.0,0,1
0,66,0.4810126582278481,1.0,0.25,0.5185325683152678,0.3776207340898346,0.05889599303248035,0.03822550958937492,0.5052891173787399,0.4515554840569702,0.05713696105898721,0.05555905351287857,0.0022114442026177268,0.0,0.0,1.0,1,0
1,67,0.3417721518987342,1.0,0.5,0.26164763336697355,0.3097323527584508,0.058860644195442464,0.020339081199832222,0.4134977672392126,0.4514475298704106,0.02019729614243151,0.03620078131710018,0.004162489507531059,0.0,1.0,0.0,0,0
0,68,0.3924050632911392,1.0,0.5,0.527778625784723,0.5610779214308294,0.08084670147608693,0.030403026602494707,0.4716514808391674,0.509398049835843,0.030143615201094296,0.049670837689420363,0.0037920440309760386,0.0,1.0,0.0,0,0
4,69,0.379746835443038,1.0,0.25,0.4413079952860253,0.3714095566381275,0.09609243379381001,0.0421689557873751,0.5198047950378167,0.5415914665795593,0.06298299447431215,0.08974240986748998,0.0032325872136134077,0.0,1.0,0.0,0,0
4,70,0.7341772151898734,0.0,0.5,0.587923164578465,0.6439292409031576,0.25526022290967,0.2514351398952992,0.7890883247213365,0.729404995187296,0.24859232821171098,0.15652764861356497,0.001371500847871626,0.0,0.0,1.0,1,1
1,71,0.40506329113924056,0.0,0.25,0.5053089864319888,0.31674597526080994,0.12998515004788833,0.021850799105017662,0.4237695331282437,0.5987698346606348,0.03286197419435855,0.1208896587393058,0.008353946495802723,0.0,1.0,0.0,1,0
2,72,0.5569620253164557,0.0,0.25,0.3605911592225061,0.17075908689799915,0.07228762177795392,0.0222231811378439,0.4261975154405614,0.4887753718208083,0.03341401870006851,0.06786589815192508,0.004644904322765367,0.0,0.0,1.0,0,0
3,73,0.44303797468354433,0.0,0.25,0.5222485407380059,0.48519176674385284,0.13470593119730634,0.02213698329732976,0.42563890535830884,0.6055851464547615,0.03328623314634901,0.12522803469678326,0.008541727541457602,0.0,1.0,0.0,1,1
0,75,0.25316455696202533,1.0,0.25,0.05612106370682769,0.010143093728196748,0.20894744330609846,0.0017321963936944057,0.1194128635833767,0.690323598620572,0.003036786321962139,0.19345563961747836,0.12185340156674335,0.0,1.0,0.0,0,0
2,76,0.2151898734177215,0.0,0.75,0.5607359551785975,0.5827093465515862,0.4407083775100485,0.06172453768474143,0.5765519184450706,0.8369709094543903,0.045661804634597,0.20199603491617216,0.010038559694837742,1.0,0.0,0.0,1,0
0,77,0.189873417721519,1.0,0.25,0.549813095115164,0.5379194510776188,0.059357539981321934,0.054026495181009646,0.5566438576692859,0.45295974113582016,0.08056141903957517,0.055983213015876984,0.0015589517489933843,1.0,0.0,0.0,0,0
0,79,0.430379746835443,0.0,0.75,0.46967612754352284,0.4161722702115721,0.3836619127400381,0.15418038743797413,0.7146974378586223,0.8095571900864031,0.11419323120430165,0.17578331678923564,0.0034693007636009427,0.0,1.0,0.0,1,1
3,80,0.44303797468354433,0.0,0.25,0.41816021917403456,0.44542091686328744,0.07530452585852283,0.024715017059874833,0.44152403111760075,0.4962881291824278,0.0371080861056508,0.07063841899432198,0.00434994981210894,0.0,1.0,0.0,0,0
4,81,0.6708860759493671,0.0,0.25,0.10440353461624309,0.09831137812964098,0.05833350760247497,0.04091589933264134,0.5153396207150114,0.44983075869570355,0.06112537818189841,0.05504213201435336,0.0020435062167454806,0.0,0.0,1.0,1,1
4,82,0.5063291139240507,0.0,0.5,0.6507179765495985,0.5575356939748348,0.1765220062068654,0.1122431473825498,0.6665850059078415,0.6575978340549969,0.1110271971869996,0.10828761157079549,0.0021832999547126046,0.0,0.0,1.0,0,0
2,83,0.49367088607594933,0.0,0.25,0.29367071429040004,0.23651993804399046,0.242157585807642,0.03852343348996341,0.5064350831011281,0.7190964530548964,0.057578623754663785,0.22397560637994088,0.008831466384912057,0.0,0.0,1.0,1,1
4,84,0.6582278481012658,1.0,0.25,0.2923549093640633,0.20179555534783053,0.10085701383173915,0.03935172291359912,0.509576796638707,0.5506800782089122,0.058806536449552374,0.09412103680014862,0.0036351411370952615,0.0,0.0,1.0,0,0
0,85,0.379746835443038,0.0,0.25,0.5674272792137248,0.6486494257285732,0.27214893662316,0.0605724626868722,0.5737321322708715,0.7419574591326945,0.09026560742036514,0.2515375185279667,0.006318811879201475,0.0,1.0,0.0,1,0
1,86,0.5316455696202531,0.0,0.5,0.36291437197034454,0.48919844081132874,0.14943847397505491,0.07615337725149024,0.6080696521408147,0.6254805845679772,0.07535924052436199,0.09169451799029227,0.002750153252530763,0.0,0.0,1.0,0,0
2,87,0.6329113924050633,0.0,0.75,0.20987883651757022,0.25544184334159153,0.525141337405108,0.11090362246669992,0.6647689404808599,0.8717189919918306,0.08211501821162354,0.2407927839745928,0.006652243550540184,0.0,0.0,1.0,0,1
1,88,0.430379746835443,0.0,0.5,0.5742548158320159,0.6234847126680991,0.42920362576163673,0.1387843894772832,0.6987350626901417,0.8317349668211599,0.13725822801290113,0.26309643500856295,0.004326563189662018,0.0,1.0,0.0,0,0
2,89,0.5063291139240507,1.0,0.5,0.368480508516364,0.5462129340928004,0.02988440730047233,0.026039095939483555,0.44908445633706273,0.3347919498420471,0.025830689704428977,0.018448096538253352,0.001718868330966484,0.0,0.0,1.0,0,0
0,90,0.25316455696202533,0.0,0.75,0.226788476537088,0.12778312366355318,0.21827463204260367,0.07886244445201505,0.6133271633507005,0.6988287893169203,0.0583650051601948,0.0997882452597299,0.0038834036513530745,0.0,1.0,0.0,0,0
2,91,0.31645569620253167,1.0,0.75,0.6940046857766974,0.37023925545162084,0.15599238306866034,0.04973168908060427,0.5442991995513322,0.6337357987631894,0.036772296554041246,0.07116969644609834,0.004422389541881731,0.0,1.0,0.0,0,0
3,92,0.4810126582278481,0.0,0.5,0.38208927526719494,0.49539036389763486,0.056317451228594224,0.044889202901599444,0.5290723961051117,0.4435245854422504,0.044460478582806995,0.0346426596315312,0.0017947517516635327,0.0,0.0,1.0,0,1
4,93,0.5569620253164557,0.0,0.5,0.3099658221307252,0.3079293022888566,0.10197305601672423,0.028307699534462542,0.46122954248579917,0.5527508854102168,0.028072778097249635,0.06261418551079316,0.0051062275754486935,0.0,0.0,1.0,1,0
3,94,0.7215189873417721,1.0,0.25,0.22390133027350934,0.13100587943455774,0.22758993229878885,0.09895078004786445,0.6475336127630804,0.7069786507635357,0.14716024080729587,0.210588000443694,0.0032153095003956706,0.0,0.0,1.0,0,1
3,95,0.36708860759493667,1.0,0.5,0.34263577490965685,0.4569534298015015,0.07815681855334727,0.017418097364696176,0.39145877016600705,0.503141821977736,0.017310452461644713,0.04802284441160142,0.0063569182733736835,0.0,1.0,0.0,1,0
3,96,0.49367088607594933,1.0,0.25,0.61980043441126,0.5691860665547187,0.2765908382989707,0.08725511509361075,0.6285563125009819,0.7451327677870145,0.1298217899437629,0.2556196055440513,0.004446911943194197,0.0,0.0,1.0,0,0
0,97,0.45569620253164556,1.0,0.25,0.5779961394492519,0.7418943571991861,0.21678948783626073,0.033434720751131845,0.4855772142041811,0.6974983752375142,0.05003476916187501,0.2006624421296681,0.009104112774921477,0.0,1.0,0.0,1,0
0,99,0.35443037974683544,1.0,0.25,0.3775070742815605,0.3070019286432539,0.01845652392423048,0.0054077659975631,0.23661158269963406,0.26015560121381276,0.008485701216621002,0.018395369165000407,0.005144265367331185,0.0,1.0,0.0,0,0
4,100,0.2784810126582279,1.0,0.5,0.5734114659324447,0.43338761856214986,0.08713239091563625,0.019462008557119766,0.40720663640209787,0.5233006960820817,0.019330474633271227,0.053521850629524255,0.0063364947254342,0.0,1.0,0.0,1,0
4,101,0.6582278481012658,0.0,0.25,0.7845526344694952,0.17117947102165296,0.19237960029247259,0.0847410543321862,0.6241509803163765,0.6742676825625762,0.1260947749214967,0.17822986881333144,0.0031791611038653484,0.0,0.0,1.0,0,1
3,102,0.3924050632911392,0.0,0.25,0.43935134324192715,0.35196008915545673,0.11924405189863138,0.03663190419957346,0.49900941374117047,0.5823445201859029,0.05477449181461264,0.111018639411628,0.004605952291095651,0.0,1.0,0.0,0,0
1,103,0.4810126582278481,1.0,0.5,0.29203005055149134,0.4373782608372907,0.12388266483028751,0.07999020740419142,0.6154637441797022,0.5896030342015176,0.07915122620649494,0.07603740469225113,0.0021648329421174407,0.0,0.0,1.0,0,0
0,104,0.3924050632911392,0.0,0.25,0.5006711477608927,0.31447084674236325,0.2504664206315511,0.03084219248112008,0.47374881185269724,0.7256944637138193,0.046191428556809994,0.23161138700475184,0.011374931083350238,0.0,1.0,0.0,1,0
3,105,0.5063291139240507,1.0,0.5,0.2730703377425183,0.29431882841829066,0.07727568910415365,0.017246010948953974,0.3900559673198507,0.5010494035449115,0.017140377373977722,0.04748300849648269,0.00634893639913781,0.0,0.0,1.0,1,0
2,106,0.31645569620253167,0.0,0.5,0.7246547813626297,0.32018868451899457,0.3470934021735885,0.030584304667889944,0.4725206945649387,0.7897897864540021,0.030322774507372044,0.21279049218503895,0.015855580416472476,0.0,1.0,0.0,1,0
1,107,0.5189873417721519,0.0,0.25,0.32316111743182085,0.4211529919531994,0.07617108316100175,0.030909215596284463,0.4740663856238073,0.49839516470116096,0.04629078819078925,0.07143478113182852,0.0035198810487345727,0.0,0.0,1.0,0,0
0,108,0.5822784810126582,0.0,0.25,0.3249381183319523,0.4613593601018071,0.06987530768439243,0.048863176805469886,0.5416772167566613,0.48255949241730767,0.07290696396607264,0.06564899270044457,0.0020323370133308407,0.0,0.0,1.0,0,0
1,109,0.6962025316455697,1.0,0.75,0.1371109974150692,0.11411885998553069,0.1656407157028047,0.04577010807432244,0.5319572844139049,0.6453035214485636,0.03383583770847807,0.07560308289262717,0.005101831976756422,0.0,0.0,1.0,0,0
3,110,0.430379746835443,1.0,0.5,0.18876507296090084,0.11623151388594262,0.3583983364906556,0.2199093607100754,0.7686843294661326,0.7961107822621809,0.21743501904484783,0.2197166136170217,0.0022455483462833275,0.0,1.0,0.0,1,1
2,112,0.36708860759493667,1.0,0.5,0.60634605856226,0.6380674572380705,0.055834545810504656,0.04196551975678608,0.5190886539249262,0.4419842547945687,0.04157096714159279,0.03434680107348533,0.001907814461855835,0.0,1.0,0.0,0,0
2,113,0.6582278481012658,1.0,0.5,0.613385666743659,0.6101655679237669,0.1627478236104974,0.09081354127156271,0.6345828366881912,0.6419044303538626,0.0898480580767101,0.09984867166959507,0.002501852759042234,0.0,0.0,1.0,1,1
4,114,0.22784810126582278,1.0,0.5,0.11469014481575858,0.16620446483597934,0.018469485254200616,0.0068383248565104535,0.2655775536923932,0.2602580715549644,0.006854335230857177,0.01145458963129721,0.0041601044800822174,0.0,1.0,0.0,0,0
4,115,0.6708860759493671,1.0,0.75,0.2605692163105146,0.31449148963906454,0.03574624114862374,0.028623618692403707,0.4628469870710683,0.3644731203587813,0.021126275456424926,0.0159168733884541,0.0018433866896002437,0.0,0.0,1.0,0,0
4,116,0.4810126582278481,0.0,0.25,0.438034318307481,0.423999407773906,0.2627241547330178,0.03373156736045966,0.48687511793653904,0.7350493594005303,0.05047483480756238,0.24287618773068906,0.010919817374005273,0.0,0.0,1.0,1,0
3,117,0.7088607594936709,1.0,0.75,0.39304220828240394,0.27539008505977375,0.23331308432756387,0.08350426914113876,0.6219364170804489,0.7118267760762265,0.06180568380498764,0.10669837917250266,0.003918288551264994,0.0,0.0,1.0,1,1
0,118,0.08860759493670889,0.0,0.0,0.6127762006408447,0.8401206907375622,0.005676529951344131,0.028974655632707055,0.4646244298410842,0.11974141126026747,0.08749564194536001,0.015752020324451655,0.0003816412173631859,1.0,0.0,0.0,0,0
0,119,0.430379746835443,1.0,0.25,0.46146515285161205,0.25142781405538667,0.12583953055148223,0.035677002910142204,0.49511945515532796,0.5925882789299701,0.053358881060449705,0.11707985367044016,0.004986639554275865,0.0,1.0,0.0,1,0
2,120,0.17721518987341772,1.0,0.25,0.2815965456403707,0.17629399828358044,0.03344137075680102,0.019003347637473255,0.4038109168335623,0.3533191763809347,0.028640718066603503,0.0321663738286928,0.002619911609837023,1.0,0.0,0.0,0,0
2,121,0.7848101265822786,1.0,0.25,0.3390002263139335,0.2637418072884446,0.10427783243246892,0.12119858568962846,0.6782030050237212,0.5569610611706562,0.18014190422275328,0.09726475321117678,0.0011734591643793684,0.0,0.0,1.0,1,1
1,122,0.569620253164557,1.0,0.25,0.30193041254133307,0.2659580609821314,0.13668064647963474,0.024538029663229897,0.44048458234635346,0.6083688917510569,0.0368457079260265,0.1270427888725351,0.007833167886441693,0.0,0.0,1.0,1,1
0,123,0.8734177215189872,0.0,0.75,0.12860048438324245,0.040854200631903856,0.03224038893088835,0.2493728589132729,0.7878334966619309,0.34725250047322287,0.18475313505365262,0.014305942433333732,0.00011514300680515013,0.0,0.0,1.0,1,1
3,124,0.24050632911392406,0.0,0.25,0.7045394988911521,0.36820344943916217,0.1296238527078669,0.046248886212336124,0.5335027571178853,0.5982385963357973,0.06903136140996825,0.12055762816134884,0.0039588446364930965,0.0,1.0,0.0,0,0
2,125,0.3924050632911392,1.0,0.25,0.21654370890306607,0.16006725077516276,0.035176460660593656,0.005265045005387855,0.23339714524393024,0.36177280504899656,0.008274121890460059,0.03376091339416363,0.009219736669712472,0.0,1.0,0.0,1,0
2,127,0.6835443037974683,1.0,0.25,0.15363268242164096,0.14228524433292114,0.04243477257475479,0.016018683638897416,0.37966045829716677,0.3937253398847007,0.0242160487309244,0.04043126834254989,0.0038652778544327306,0.0,0.0,1.0,0,1
0,128,0.4177215189873418,0.0,0.25,0.5838472097732585,0.2770906363945878,0.1042556361974876,0.01705299112017768,0.38846708963778576,0.5569209323643654,0.025749376635930785,0.09724435497428724,0.008574102198750946,0.0,1.0,0.0,1,0
0,129,0.5949367088607594,0.0,0.25,0.2308838695234634,0.16401268587200832,0.1800595065890652,0.052425066476672846,0.5521562767552243,0.6614380951903888,0.07818735198052384,0.16690775990274964,0.004837552524916789,0.0,0.0,1.0,0,0
4,130,0.15189873417721517,0.0,0.25,0.16696039955274417,0.18284212390408056,0.11118326709384527,0.018669775689113224,0.4012931679773405,0.5690721334728364,0.02814620827526497,0.10361081560268165,0.008360124831908585,1.0,0.0,0.0,1,0
3,131,0.3924050632911392,1.0,0.25,0.17754115690217515,0.11382206558842185,0.0366693997635406,0.01622475408369446,0.3814558835116054,0.36877264508484975,0.024521541603327562,0.0351329174979763,0.003334202004462779,0.0,1.0,0.0,1,1
3,132,0.31645569620253167,0.0,0.25,0.5936621973041605,0.6678075960001651,0.19314249100841677,0.01813313421852492,0.3971538265986355,0.6750358445257673,0.02735065438367154,0.17893096183914203,0.014773323176714384,0.0,1.0,0.0,1,0
1,135,0.49367088607594933,1.0,0.5,0.5140508240366769,0.571176648657744,0.11088081449084211,0.08907822112314813,0.6316735048701444,0.5685566739793486,0.0881330201691623,0.06807164462980549,0.0017305933141453479,0.0,0.0,1.0,0,1
0,136,0.4810126582278481,1.0,0.5,0.7533155308897306,0.7713628117825824,0.3623072427460212,0.12473725666038228,0.6825615034748744,0.7982509752559528,0.12337527661897309,0.22211145808330274,0.004062840873311496,0.0,0.0,1.0,0,0
2,137,0.16455696202531644,1.0,0.25,0.7766662045591961,0.6714041759400425,0.08371958772226715,0.028327320458224416,0.4613304965073466,0.5158717383092325,0.0424632108652463,0.07837182177552372,0.00420981665576887,1.0,0.0,0.0,1,0
