ClientID,Predicted_Need,Prob_Accumulation,Prob_Income,RiskPropensity,Recommended_ProductID
88,Income,0.563,0.858,0.55980715015007,4
89,Income,0.528,0.886,0.49353833164174915,4
90,Income,0.516,0.841,0.13468999558609504,10
91,Income,0.564,0.863,0.3426220723408181,2
92,Income,0.521,0.867,0.4499525394872711,4
93,Income,0.521,0.868,0.2891846200970934,2
94,Income,0.521,0.848,0.13745385350709827,10
95,Income,0.526,0.895,0.4169887555988127,4
96,Income,0.564,0.877,0.5132402509421176,4
97,Income,0.564,0.858,0.6613560906266877,4
98,Income,0.522,0.866,0.3069516216776456,2
99,Income,0.528,0.870,0.2883892979634122,2
100,Income,0.564,0.880,0.39677855082786734,4
101,Income,0.555,0.849,0.1719070070231434,10
102,Income,0.553,0.854,0.32694573130016896,2
103,Income,0.526,0.888,0.4002009535930015,4
104,Income,0.564,0.858,0.2947946944366029,2
105,Income,0.527,0.868,0.2775121823795914,2
106,Income,0.562,0.866,0.29969835216088275,2
107,Income,0.521,0.886,0.3862860493581937,4
108,Income,0.520,0.885,0.4207673122829551,4
109,Income,0.520,0.801,0.12297142735298108,3
110,Income,0.521,0.802,0.12478325413474542,3
111,Income,0.560,0.873,0.4881500160079124,4
112,Income,0.564,0.861,0.5723134140290478,4
113,Income,0.564,0.869,0.5483845583316598,4
114,Income,0.519,0.824,0.1676404068739711,10
115,Income,0.527,0.862,0.2948123979293943,2
116,Income,0.553,0.873,0.3887271555019821,4
117,Income,0.533,0.854,0.26127875950070967,2
118,Income,0.563,0.861,0.7455956822344997,4
119,Income,0.554,0.843,0.24072854805851387,2
120,Income,0.521,0.859,0.17629326142449972,10
121,Income,0.523,0.863,0.2512891149008961,2
122,Income,0.524,0.863,0.25318978959097344,2
123,Income,0.613,0.815,0.060139142354541965,3
124,Income,0.562,0.863,0.34087615084599576,2
125,Income,0.519,0.857,0.1623770891111135,10
126,Income,0.525,0.863,0.25614924922365295,2
127,Income,0.520,0.813,0.14712711584323548,10
128,Income,0.563,0.863,0.26273716423590104,2
129,Income,0.514,0.861,0.16576072188351612,10
130,Income,0.513,0.815,0.1819089798189165,10
131,Income,0.521,0.799,0.12271689439930862,3
132,Income,0.563,0.863,0.5978187653277371,4
133,Income,0.561,0.863,0.6209112579020863,4
134,Income,0.516,0.858,0.2391308738791931,2
135,Income,0.564,0.871,0.5149473880954671,4
136,Income,0.562,0.855,0.6866284436708823,4
137,Income,0.562,0.864,0.6009032174741847,4
138,Income,0.564,0.863,0.5926571794367034,4
139,Income,0.521,0.858,0.21548909598141713,2
140,Income,0.564,0.880,0.39902215987472867,4
141,Income,0.533,0.852,0.2558729522172469,2
142,Income,0.525,0.847,0.355439672879122,2
143,Income,0.531,0.858,0.6359042322271274,4
144,Income,0.563,0.862,0.5476477426158923,4
145,Income,0.564,0.872,0.47823130705877614,4
146,Income,0.564,0.861,0.579913550216696,4
147,Income,0.562,0.876,0.3925406055044773,4
148,Income,0.563,0.861,0.577531259671244,4
149,Income,0.522,0.857,0.3647788984378684,2
150,Income,0.514,0.870,0.19068052826422102,10
151,Income,0.521,0.863,0.3249597940009382,2
152,Income,0.527,0.858,0.2690023560220862,2
153,Income,0.562,0.863,0.3309966354408013,2
154,Income,0.553,0.862,0.3837785008717221,4
155,Income,0.521,0.795,0.6287446249942136,4
156,Income,0.536,0.856,0.3740822124297564,4
157,Income,0.520,0.880,0.48363457084971634,4
158,Income,0.522,0.866,0.29961456708516904,2
159,Income,0.564,0.880,0.48726954536157074,4
160,Income,0.564,0.881,0.4977547040640798,4
161,Income,0.517,0.831,0.1229763921645467,3
162,Income,0.521,0.861,0.2111984547453999,10
163,Income,0.561,0.864,0.4781444293273635,4
164,Income,0.539,0.856,0.3626527763344193,2
165,Income,0.521,0.834,0.15491659037797653,10
166,Income,0.563,0.854,0.7199849256632656,4
167,Income,0.520,0.866,0.4449762507753934,4
168,Income,0.561,0.864,0.6267165433001284,4
169,Income,0.522,0.856,0.3118076888373047,2
170,Income,0.562,0.862,0.44580974035422793,4
171,Income,0.521,0.868,0.27266127597603573,2
172,Income,0.526,0.880,0.41985522811838616,4
173,Income,0.561,0.864,0.6421248007142683,4
174,Income,0.555,0.875,0.4205968311561253,4
175,Income,0.554,0.843,0.23475618451496139,2
176,Income,0.557,0.858,0.37535414102007675,4
177,Income,0.562,0.869,0.4676251178688453,4
178,Income,0.561,0.881,0.3861315408322193,4
179,Income,0.565,0.858,0.3106131943964234,2
180,Income,0.564,0.859,0.30221371431613825,2
181,Income,0.562,0.855,0.7362245811974985,4
182,Income,0.563,0.877,0.5131182156986484,4
183,Income,0.516,0.853,0.15756287127886257,10
184,Income,0.527,0.863,0.33082310244429797,2
185,Income,0.520,0.815,0.07590740949886678,3
186,Income,0.564,0.883,0.4039983332204015,4
187,Income,0.561,0.863,0.6019470392611356,4
188,Income,0.563,0.869,0.28394179895744015,2
189,Income,0.564,0.863,0.6293907008367624,4
190,Income,0.521,0.857,0.23282709558789258,2
191,Income,0.517,0.839,0.1393967351429332,10
192,Income,0.563,0.858,0.7139787682099094,4
193,Income,0.553,0.858,0.593625537340532,4
194,Income,0.564,0.859,0.43064693292804695,4
195,Income,0.562,0.872,0.466980460086297,4
196,Income,0.521,0.878,0.3904797540048346,4
197,Income,0.533,0.876,0.3864469576631318,4
198,Income,0.557,0.850,0.2376372488900418,2
199,Income,0.564,0.854,0.3122116918044879,2
200,Income,0.514,0.853,0.16566923982630266,10
201,Income,0.516,0.863,0.24494223729226158,2
202,Income,0.520,0.878,0.4812818807189362,4
203,Income,0.521,0.809,0.1220236053666651,3
204,Income,0.526,0.852,0.25434102213428245,2
205,Income,0.555,0.883,0.41498985239757297,4
206,Income,0.558,0.853,0.2413086731986729,2
207,Income,0.563,0.871,0.5309765456008725,4
208,Income,0.558,0.853,0.23469163859249587,2
209,Income,0.521,0.852,0.23558874324466972,2
210,Income,0.560,0.859,0.3769501251991489,4
211,Income,0.561,0.855,0.6638701394817427,4
212,Income,0.521,0.868,0.286843998237161,2
213,Income,0.565,0.867,0.28807737255663957,2
214,Income,0.564,0.875,0.542105058606832,4
215,Income,0.521,0.866,0.32066317954001355,2
216,Income,0.563,0.879,0.49603806604436884,4
217,Income,0.521,0.855,0.18450493782647673,10
218,Income,0.528,0.866,0.32889672997298225,2
219,Income,0.521,0.863,0.321571986175287,2
220,Income,0.527,0.866,0.32314492253628824,2
221,Income,0.553,0.881,0.4036034606134486,4
222,Income,0.521,0.864,0.2099536996829269,10
223,Income,0.522,0.840,0.11671885080880014,3
224,Income,0.564,0.885,0.4195233429549274,4
225,Income,0.562,0.885,0.46924166278351404,4
226,Income,0.520,0.813,0.1453507822719426,10
227,Income,0.553,0.862,0.3753964552359283,4
228,Income,0.559,0.844,0.23254950309693254,2
229,Income,0.559,0.845,0.2389054541004492,2
230,Income,0.564,0.856,0.33299933180099145,2
231,Income,0.554,0.857,0.29883679541885527,2
232,Income,0.513,0.811,0.16327805976514412,10
233,Income,0.562,0.888,0.4165420858359207,4
234,Income,0.564,0.863,0.5979495235617271,4
235,Income,0.529,0.872,0.29931139509208166,2
236,Income,0.521,0.886,0.4191753271171387,4
237,Income,0.520,0.858,0.21480542656743504,10
238,Income,0.561,0.862,0.2910467287896211,2
239,Income,0.521,0.873,0.37537182728264123,4
240,Income,0.564,0.862,0.3632703304938583,2
241,Income,0.515,0.853,0.17094754669810064,10
242,Income,0.526,0.868,0.3365103735540089,2
243,Income,0.564,0.881,0.49789529705828517,4
244,Income,0.559,0.873,0.42185982380000964,4
245,Income,0.517,0.856,0.23144789469317525,2
246,Income,0.521,0.883,0.39526031346254176,4
247,Income,0.563,0.860,0.3456301745800013,2
248,Income,0.564,0.863,0.4256669721336401,4
249,Income,0.563,0.860,0.37879220931825336,4
250,Income,0.563,0.877,0.5222226388385369,4
251,Income,0.520,0.867,0.20547495879350922,10
252,Income,0.537,0.861,0.2940873191206154,2
253,Income,0.519,0.811,0.1672862327973001,10
254,Income,0.564,0.858,0.263462515055068,2
255,Income,0.562,0.877,0.5271415571315572,4
256,Income,0.554,0.844,0.23522108373981873,2
257,Income,0.520,0.807,0.10279686770757789,3
258,Income,0.519,0.839,0.32450286327405314,2
259,Income,0.563,0.872,0.4621217537618936,4
260,Income,0.513,0.834,0.1661404698208935,10
261,Income,0.564,0.859,0.43857991074803754,4
262,Income,0.560,0.873,0.4900238702199052,4
263,Income,0.556,0.855,0.32288736654686395,2
264,Income,0.521,0.861,0.21307141623316242,10
265,Income,0.563,0.854,0.5729253952366528,4
266,Income,0.556,0.862,0.376260903961733,4
267,Income,0.520,0.891,0.4053381171912629,4
268,Income,0.553,0.856,0.3647937844066868,2
269,Income,0.553,0.863,0.47299226769899044,4
270,Income,0.533,0.858,0.3596124384276529,2
271,Income,0.564,0.888,0.417116022329387,4
272,Income,0.556,0.826,0.13693970224265914,10
273,Income,0.520,0.815,0.11445918077793542,3
274,Income,0.521,0.875,0.2910461757301546,2
275,Income,0.555,0.878,0.3931567160599196,4
276,Income,0.564,0.871,0.5104157177881796,4
277,Income,0.563,0.877,0.536072016461272,4
278,Income,0.562,0.877,0.3957160713969002,4
279,Income,0.527,0.869,0.361592273537035,2
280,Income,0.562,0.881,0.4912435695122595,4
281,Income,0.520,0.859,0.32922689262004157,2
282,Income,0.521,0.761,0.057533395007429385,3
283,Income,0.555,0.847,0.20376251646608134,10
284,Income,0.564,0.888,0.41938657228224163,4
285,Income,0.563,0.859,0.2612460148472084,2
286,Income,0.562,0.873,0.4225911151878188,4
287,Income,0.563,0.863,0.5990633978895845,4
288,Income,0.557,0.848,0.25262168273501956,2
289,Income,0.564,0.861,0.3135235370916712,2
290,Income,0.564,0.877,0.5297770970559377,4
291,Income,0.554,0.852,0.3680113104941438,2
292,Income,0.563,0.854,0.6905301166976501,4
293,Income,0.564,0.877,0.5114027602992124,4
294,Income,0.562,0.855,0.6535597383861045,4
295,Income,0.522,0.844,0.17952748208890393,10
296,Income,0.563,0.881,0.4984812658817286,4
297,Income,0.563,0.854,0.6649824953021032,4
298,Income,0.563,0.869,0.5461026368525707,4
299,Income,0.562,0.869,0.4556329875011702,4
300,Income,0.556,0.858,0.3788268385525379,4
301,Income,0.564,0.856,0.6251040919579769,4
302,Income,0.564,0.861,0.5782942042451594,4
303,Income,0.521,0.854,0.17951744714407722,10
304,Income,0.520,0.818,0.15340295737893225,10
305,Income,0.564,0.877,0.3949036746716936,4
306,Income,0.563,0.858,0.7037919590149686,4
307,Income,0.559,0.854,0.3475872245499786,2
308,Income,0.535,0.856,0.3638302585860624,2
309,Income,0.520,0.894,0.4104160008355416,4
310,Income,0.563,0.861,0.5916130935955967,4
311,Income,0.562,0.883,0.3891246235878203,4
312,Income,0.563,0.855,0.3377500352466316,2
313,Income,0.553,0.868,0.4823398930725684,4
314,Income,0.539,0.855,0.32009125371342323,2
315,Income,0.557,0.878,0.40502714935195167,4
316,Income,0.515,0.802,0.12349400289786118,3
317,Income,0.555,0.850,0.1979707239892011,10
318,Income,0.560,0.883,0.40143105412038843,4
319,Income,0.553,0.863,0.47904751012480534,4
320,Income,0.516,0.858,0.24076099071985138,2
321,Income,0.562,0.886,0.40600994621538,4
322,Income,0.563,0.880,0.4896583258897594,4
323,Income,0.564,0.871,0.5184423399924725,4
324,Income,0.563,0.856,0.34201275110155743,2
325,Income,0.554,0.816,0.13178991833751727,10
326,Income,0.523,0.863,0.24499309918908144,2
327,Income,0.559,0.863,0.45271270879741526,4
328,Income,0.562,0.854,0.6939941291959311,4
329,Income,0.556,0.858,0.5917342034724139,4
330,Income,0.564,0.859,0.43373088999176723,4
331,Income,0.553,0.875,0.39598069353803916,4
332,Income,0.565,0.859,0.30117728995650755,2
333,Income,0.522,0.867,0.364196768355,2
334,Income,0.513,0.849,0.19074454433581128,10
335,Income,0.513,0.819,0.18054329852971873,10
336,Income,0.563,0.863,0.3296125564145946,2
337,Income,0.564,0.858,0.2977306878954177,2
338,Income,0.564,0.854,0.5700073872600868,4
339,Income,0.561,0.864,0.5915163993341075,4
340,Income,0.519,0.820,0.17931606380514734,10
341,Income,0.556,0.858,0.3812929418161053,4
342,Income,0.563,0.872,0.4701754508044408,4
343,Income,0.562,0.873,0.48119212657262983,4
344,Income,0.516,0.861,0.20689078046196563,10
345,Income,0.520,0.871,0.43261955577228184,4
346,Income,0.521,0.859,0.1713140090772582,10
347,Income,0.564,0.859,0.3016067194521347,2
348,Income,0.557,0.854,0.34399485246201456,2
349,Income,0.521,0.859,0.36074424345710115,2
350,Income,0.527,0.886,0.3860930980808816,4
351,Income,0.526,0.867,0.3710562048650073,4
352,Income,0.564,0.861,0.6095761327758837,4
353,Income,0.561,0.878,0.539289871984582,4
354,Income,0.564,0.855,0.3529645575121523,2
355,Income,0.514,0.833,0.2404623012547071,2
356,Income,0.563,0.855,0.36185546768058413,2
357,Income,0.564,0.861,0.5700368096520841,4
358,Income,0.535,0.878,0.39340654954500565,4
359,Income,0.527,0.865,0.3164750682436655,2
360,Income,0.527,0.868,0.2929240208914299,2
361,Income,0.563,0.862,0.5477037091981941,4
362,Income,0.553,0.856,0.3661096193480758,2
363,Income,0.557,0.844,0.22443693159185338,2
364,Income,0.563,0.856,0.3360569100657536,2
365,Income,0.564,0.874,0.49128904926184513,4
366,Income,0.562,0.854,0.7185803158618961,4
367,Income,0.564,0.854,0.36300419745013296,2
368,Income,0.563,0.854,0.554828212029883,4
369,Income,0.564,0.865,0.44902608521195314,4
370,Income,0.514,0.861,0.1927109424669329,10
371,Income,0.563,0.863,0.6042306925418953,4
372,Income,0.562,0.885,0.41272895226606704,4
373,Income,0.564,0.863,0.29195192345659504,2
374,Income,0.518,0.836,0.08897829290729455,3
375,Income,0.527,0.869,0.3569695558424551,2
376,Income,0.514,0.824,0.24664519515788,2
377,Income,0.554,0.861,0.29278898400431824,2
378,Income,0.558,0.858,0.19180468143736093,10
379,Income,0.564,0.858,0.3158232324463979,2
380,Income,0.516,0.849,0.20603726690346222,10
381,Income,0.514,0.819,0.04965008968278841,3
382,Income,0.562,0.854,0.6495384045820244,4
383,Income,0.562,0.877,0.5161544804748612,4
384,Income,0.561,0.855,0.6947006453760822,4
385,Income,0.521,0.858,0.23370766200511564,2
386,Income,0.521,0.813,0.11212794385440092,3
387,Income,0.557,0.850,0.1942123034268784,10
388,Income,0.562,0.884,0.4102916115252556,4
389,Income,0.564,0.863,0.6177940847440409,4
390,Income,0.521,0.866,0.3245075563753461,2
391,Income,0.553,0.867,0.44923730245207816,4
392,Income,0.528,0.876,0.3877566483589085,4
393,Income,0.519,0.824,0.1759353220549915,10
394,Income,0.521,0.862,0.22803973057102941,2
395,Income,0.559,0.864,0.4646880704813863,4
396,Income,0.526,0.877,0.4537885735381197,4
397,Income,0.563,0.854,0.7043571795235684,4
398,Income,0.563,0.855,0.36848710980459626,2
399,Income,0.554,0.844,0.24171642853713995,2
400,Income,0.558,0.850,0.24890425433214128,2
401,Income,0.563,0.881,0.4987207822626679,4
402,Income,0.548,0.852,0.24767667276670868,2
403,Income,0.562,0.861,0.55869170630361,4
404,Income,0.562,0.872,0.42441663110182903,4
405,Income,0.564,0.880,0.49151663841932675,4
406,Income,0.519,0.789,0.33334381520682715,2
407,Income,0.520,0.895,0.41678432103899904,4
408,Income,0.513,0.827,0.2157021541951499,2
409,Income,0.557,0.875,0.3895144264058475,4
410,Income,0.521,0.852,0.23567286139202637,2
411,Income,0.521,0.861,0.21015463195234707,10
412,Income,0.562,0.883,0.3929910782490795,4
413,Income,0.521,0.828,0.153926258121389,10
414,Income,0.514,0.825,0.25061702058237395,2
415,Income,0.517,0.831,0.1285814181796452,10
416,Income,0.528,0.861,0.29788239201062794,2
417,Income,0.562,0.869,0.4562120492275205,4
418,Income,0.557,0.856,0.42605945042832755,4
419,Income,0.522,0.877,0.3856547247483675,4
420,Income,0.563,0.858,0.7001208030569851,4
421,Income,0.514,0.870,0.1926349522703619,10
422,Income,0.561,0.858,0.44139809193123536,4
423,Income,0.564,0.867,0.2732694063047993,2
424,Income,0.553,0.863,0.4570918093462934,4
425,Income,0.562,0.879,0.4403952057839637,4
426,Income,0.521,0.886,0.41846339175630726,4
427,Income,0.564,0.858,0.6654456700456365,4
428,Income,0.520,0.855,0.1871427720671182,10
429,Income,0.522,0.848,0.23155681568508885,2
430,Income,0.564,0.854,0.5655097529560241,4
431,Income,0.526,0.888,0.39179173844571763,4
432,Income,0.513,0.825,0.2315211320451947,2
433,Income,0.521,0.853,0.17649777896500096,10
434,Income,0.522,0.853,0.14186194617914102,10
435,Income,0.562,0.878,0.5311996520055812,4
436,Income,0.521,0.864,0.2193671979949585,2
437,Income,0.563,0.877,0.5233429215956928,4
438,Income,0.527,0.869,0.3342447651176982,2
439,Income,0.526,0.894,0.40956837341438773,4
440,Income,0.527,0.868,0.2733136171582771,2
441,Income,0.562,0.861,0.5822623892655681,4
442,Income,0.613,0.806,0.07185094467177028,3
443,Income,0.564,0.863,0.5917858573885174,4
444,Income,0.553,0.856,0.26470074087002604,2
445,Income,0.521,0.885,0.3904005440795213,4
446,Income,0.564,0.850,0.26003229277296214,2
447,Income,0.555,0.875,0.39372669633976415,4
448,Income,0.521,0.877,0.4479993683185731,4
449,Income,0.560,0.884,0.41277492734611415,4
450,Income,0.527,0.869,0.3387331368932674,2
451,Income,0.564,0.881,0.49414864669867253,4
452,Income,0.557,0.847,0.2137216599374399,10
453,Income,0.562,0.893,0.4768856524186441,4
454,Income,0.563,0.877,0.5195692556846727,4
455,Income,0.520,0.813,0.07908180921784676,3
456,Income,0.562,0.886,0.47976612702948546,4
457,Income,0.563,0.863,0.602786897997737,4
458,Income,0.522,0.875,0.28772360292009586,2
459,Income,0.561,0.876,0.3962168574097341,4
460,Income,0.517,0.853,0.15228944171257508,10
461,Income,0.562,0.872,0.47738274053035157,4
462,Income,0.553,0.867,0.42467203571327156,4
463,Income,0.563,0.861,0.3167958778779114,2
464,Income,0.556,0.854,0.33546578867744764,2
465,Income,0.562,0.859,0.4356159630874478,4
466,Income,0.527,0.869,0.33869750492938655,2
467,Income,0.521,0.880,0.48420031585345136,4
468,Income,0.536,0.875,0.49277064891916883,4
469,Income,0.563,0.861,0.5593357351764712,4
470,Income,0.563,0.858,0.5624871236351698,4
471,Income,0.564,0.862,0.36891787025869666,2
472,Income,0.563,0.859,0.3762840058515791,4
473,Income,0.563,0.879,0.429715152498894,4
474,Income,0.563,0.856,0.6046835982000337,4
475,Income,0.557,0.848,0.21734536665383702,2
476,Income,0.527,0.869,0.34096201191180275,2
477,Income,0.553,0.854,0.3588910922741128,2
478,Income,0.518,0.827,0.20953418623938716,10
479,Income,0.562,0.849,0.25875688895140936,2
480,Income,0.516,0.863,0.19017463227995363,10
481,Income,0.563,0.877,0.5207976576068414,4
482,Income,0.563,0.863,0.6121941735393847,4
483,Income,0.555,0.885,0.4100610407108958,4
484,Income,0.521,0.894,0.4111454434186322,4
485,Income,0.514,0.807,0.10075402034834896,3
486,Income,0.564,0.875,0.5049215364299448,4
487,Income,0.564,0.860,0.35028812244709906,2
488,Income,0.553,0.860,0.26329533090561696,2
489,Income,0.562,0.885,0.47395441830177076,4
490,Income,0.563,0.863,0.3521272166461537,2
491,Income,0.564,0.864,0.46100482976450124,4
492,Income,0.533,0.855,0.5853552283232468,4
493,Income,0.564,0.879,0.49670803186100276,4
494,Income,0.522,0.872,0.2996500935646057,2
495,Income,0.522,0.852,0.1946647579188896,10
496,Income,0.526,0.859,0.32604849745212505,2
497,Income,0.525,0.832,0.286265077416407,2
498,Income,0.514,0.813,0.14509751805254298,10
499,Income,0.563,0.877,0.5272119869271696,4
500,Income,0.514,0.825,0.25042942892515857,2
501,Income,0.562,0.872,0.46139043125833823,4
502,Income,0.562,0.880,0.4028500652954035,4
503,Income,0.517,0.773,0.2554122598066554,2
504,Income,0.528,0.854,0.2609601716869302,2
505,Income,0.564,0.865,0.4724772695414602,4
506,Income,0.522,0.863,0.24562375992663799,2
507,Income,0.564,0.883,0.4051645808425179,4
508,Income,0.516,0.833,0.10918768507198441,3
509,Income,0.556,0.844,0.23708827601067234,2
510,Income,0.563,0.877,0.5193532433307831,4
511,Income,0.563,0.856,0.34867479246674055,2
512,Income,0.565,0.861,0.31617302619323884,2
513,Income,0.555,0.856,0.43033644453876985,4
514,Income,0.522,0.875,0.2739252031154004,2
515,Income,0.562,0.858,0.4289753357523501,4
516,Income,0.554,0.861,0.28867638246170446,2
517,Income,0.562,0.871,0.31172333295593424,2
518,Income,0.520,0.866,0.44539433629167596,4
519,Income,0.547,0.849,0.2122688420896736,10
520,Income,0.519,0.857,0.25204408386494426,2
521,Income,0.562,0.877,0.5169042936899589,4
522,Income,0.562,0.885,0.4150042212676001,4
523,Income,0.564,0.863,0.6158302381134594,4
524,Income,0.553,0.872,0.48457713708650835,4
525,Income,0.565,0.858,0.30879600669378654,2
526,Income,0.564,0.867,0.5505897639043255,4
527,Income,0.517,0.859,0.24251980632982148,2
528,Income,0.562,0.880,0.404558246221939,4
529,Income,0.513,0.849,0.19442194430917398,10
530,Income,0.523,0.859,0.2401120482782826,2
531,Income,0.553,0.858,0.6035072693067944,4
532,Income,0.522,0.863,0.24462133833677974,2
533,Income,0.519,0.832,0.27982670052917497,2
534,Income,0.562,0.859,0.4451801422838511,4
535,Income,0.559,0.864,0.45186429193492805,4
536,Income,0.562,0.865,0.4558009844656069,4
537,Income,0.563,0.881,0.4942372870661849,4
538,Income,0.519,0.840,0.17203656143583407,10
539,Income,0.563,0.858,0.6897728228562349,4
540,Income,0.562,0.859,0.4384304187528139,4
541,Income,0.564,0.855,0.362871854003196,2
542,Income,0.564,0.866,0.42619545024959476,4
543,Income,0.521,0.871,0.4305347203350822,4
544,Income,0.520,0.806,0.10473242403186017,3
545,Income,0.519,0.863,0.25857957803625525,2
546,Income,0.563,0.856,0.35790817858798313,2
547,Income,0.550,0.847,0.22049427492219545,2
548,Income,0.527,0.864,0.44661692141702297,4
549,Income,0.526,0.888,0.39652285104089297,4
550,Income,0.520,0.891,0.4070402481625367,4
551,Income,0.563,0.871,0.5026563917952145,4
552,Income,0.564,0.860,0.3761300961635536,4
553,Income,0.562,0.854,0.3701737939911605,4
554,Income,0.552,0.849,0.24457295522659583,2
555,Income,0.559,0.850,0.23622107932253958,2
556,Income,0.553,0.858,0.32687192170959195,2
557,Income,0.553,0.867,0.47560555452902065,4
558,Income,0.521,0.859,0.176690813883851,10
559,Income,0.557,0.854,0.3435254311753572,2
560,Income,0.528,0.885,0.4922685189491399,4
561,Income,0.520,0.877,0.4789795247246751,4
562,Income,0.563,0.854,0.5530273290795248,4
563,Income,0.555,0.883,0.416452791551516,4
564,Income,0.563,0.866,0.44105752322206615,4
565,Income,0.564,0.866,0.48116711548725144,4
566,Income,0.564,0.856,0.3530812345188209,2
567,Income,0.528,0.880,0.5041572295509478,4
568,Income,0.520,0.844,0.24560919323352567,2
569,Income,0.521,0.851,0.1489332337267205,10
570,Income,0.563,0.875,0.5110710306239898,4
571,Income,0.564,0.861,0.5676814429503468,4
572,Income,0.560,0.870,0.5368570936271589,4
573,Income,0.564,0.858,0.3128329617672479,2
574,Income,0.520,0.815,0.07649295112383664,3
575,Income,0.562,0.884,0.4180896164759319,4
576,Income,0.522,0.872,0.5437902334483564,4
577,Income,0.521,0.877,0.38443275967392887,4
578,Income,0.563,0.872,0.4581866563556682,4
579,Income,0.527,0.871,0.6791268503801405,4
580,Income,0.521,0.761,0.04935227431890606,3
