ID,Age,Gender,FamilyMembers,FinancialEducation,RiskPropensity,Income,Wealth,Wealth_log,Income_log,Wealth_Age_Ratio_log,Wealth_per_person,Income_per_person,Income_Wealth_Ratio_log,Age_bracket_Young,Age_bracket_Mid,Age_bracket_Senior,AccumulationInvestment,IncomeInvestment,stratified_fold
38,46,1,2,0.2178900956226063,0.2182590454991943,17.297773347140758,20.545165070260296,3.070151432688964,2.906779377424739,0.5355888492427319,10.272582535130148,8.648886673570379,0.6108187580315442,0,1,0,0,0,0
40,39,1,2,0.430238308865685,0.3446544858896295,37.85147311208451,31.196707286497137,3.4718641891383193,3.659745994037763,0.8829540479628691,15.598353643248569,18.925736556042256,0.7944919740116828,0,1,0,1,0,3
41,53,0,1,0.4092772722702159,0.1124402192313402,110.90502245924624,146.94037625983523,4.99680932948375,4.7176504977712925,1.6256413485090073,146.94037625983523,110.90502245924624,0.5623332747159745,0,1,0,0,1,0
42,53,0,2,0.4736445774417704,0.3497649598125618,40.87987053414178,26.778375046849924,3.324257841981466,3.7348052946446875,0.5560917293294718,13.389187523424962,20.43993526707089,0.9268745725273593,0,1,0,1,1,3
44,59,0,2,0.4482828318749323,0.5336057961434132,28.52052660230291,111.04753942304666,4.718923240372145,3.385085838404561,1.293078970030413,55.52376971152333,14.260263301151454,0.22859401804432808,0,0,1,1,1,4
45,45,1,2,0.4989590520589944,0.5217796630910145,70.27306385919718,79.72534205925822,4.391052553975197,4.266518470055132,1.3473803486222666,39.86267102962911,35.13653192959859,0.6320371634532873,0,1,0,0,0,2
46,55,1,2,0.2478393045063954,0.2018287256474489,40.173360256291645,45.953048306729904,3.849148130207541,3.7177914515012365,0.792671534117447,22.976524153364952,20.086680128145822,0.6281958978210215,0,1,0,0,0,0
47,53,0,3,0.4373182398818375,0.4451549415201533,77.97589538428318,146.94935854058514,4.996870043186838,4.369142684189985,1.6256904468022766,48.98311951352838,25.991965128094392,0.4256801145326621,0,1,0,1,1,4
48,63,1,3,0.3954785906794182,0.2304860203808981,112.26933732191134,111.15525669389584,4.719884131859698,4.729768498766545,1.228592816363003,37.051752231298615,37.42311244063711,0.698146037187793,0,0,1,1,0,1
49,73,0,2,0.4987528516778593,0.4661110186014494,14.428307278142078,18.100173717431677,2.9496974301647145,2.736203957061181,0.28006618592894394,9.050086858715838,7.214153639071039,0.5861945080269122,0,0,1,1,0,0
50,65,0,2,0.4564021144995668,0.3956339966969207,113.56109575119213,258.1162801806556,5.557276919174417,4.741108268033842,1.852764019452929,129.0581400903278,56.78054787559606,0.36461602721515035,0,0,1,1,0,4
51,47,1,2,0.2819365463877833,0.170054878636379,11.975120789481004,13.789541913682896,2.693920303537358,2.5630337384098536,0.37819763811636886,6.894770956841448,5.987560394740502,0.6250934178929769,0,1,0,0,0,2
53,43,0,2,0.3084687078707478,0.457586504255251,46.87153736626747,34.48366397453035,3.5690724208392473,3.8685211183319588,0.844276773604262,17.241831987265176,23.435768683133734,0.8583390655181707,0,1,0,1,0,0
54,47,0,2,0.4033554080929515,0.241142381994513,36.13335826371373,41.89779651144943,3.7588204612453513,3.6145157101995453,0.8740482360228992,20.948898255724714,18.066679131856866,0.6218749308173,0,1,0,0,0,2
57,50,1,2,0.4483712926791771,0.3192246708730609,40.24913494157587,46.64892775412815,3.863860127310365,3.719630141447481,0.8811210128294494,23.324463877064076,20.124567470787934,0.6220857964096236,0,1,0,0,1,0
58,59,0,3,0.4600361737270946,0.2404134418971102,92.42963108922808,100.70945418280655,4.62212026021672,4.5372085442712,1.2231411561618637,33.56981806093552,30.809877029742694,0.6511708984866776,0,0,1,1,0,1
60,68,1,1,0.4075999426075543,0.2104489073012512,84.80062449276207,91.57768124431092,4.528048089321775,4.452026284937849,1.0280613499931825,91.57768124431092,84.80062449276207,0.6554435652062877,0,0,1,1,1,3
62,56,1,3,0.0892576717594879,0.1242049153012,5.906170611457983,5.106772331700515,1.8093983736542423,1.9324153034784515,0.12305169214511176,1.7022574439001719,1.968723537152661,0.7685036452901025,0,0,1,1,0,1
63,61,0,3,0.4935204358912325,0.3828270793015449,38.72386049501901,75.6491174468021,4.339238091185027,3.681952027178612,1.0003738042852408,25.216372482267364,12.90795349833967,0.4133590703442139,0,0,1,1,0,4
65,67,1,3,0.3503776645881423,0.2742607712781724,83.93843601877906,120.31550873182604,4.798394662120501,4.441926711939284,1.2256296452217126,40.10516957727535,27.97947867292635,0.5292465150874988,0,0,1,0,1,0
66,56,1,2,0.4908546426063819,0.3489524801199294,22.96328005300349,54.61760976734568,4.018499873544849,3.176522660914578,0.8756568581980821,27.30880488367284,11.481640026501745,0.35096477769634493,0,0,1,1,0,3
67,45,1,3,0.2709921496680419,0.2907309288081637,22.95042065437761,29.55579636327419,3.41955440127918,3.175985887559784,0.7205503386571985,9.851932121091396,7.65014021812587,0.5746517029285343,0,1,0,0,0,4
68,49,1,3,0.4987681516079695,0.5062866488954072,30.94863215084765,43.65703090251575,3.7990117619475074,3.464129367727034,0.8604744730038432,14.552343634171917,10.316210716949216,0.5358520727439655,0,1,0,0,0,3
69,48,1,2,0.4247597307123635,0.3436257308350135,36.49481034638373,60.14302326135862,4.113215763414172,3.6242025326363794,1.0784427524194566,30.07151163067931,18.247405173191865,0.4742448701082105,0,1,0,0,0,3
71,50,0,2,0.4795368528768394,0.2967458605887464,48.82449316898849,31.67396055090494,3.4865784472492676,3.90850669382411,0.6728510945924994,15.83698027545247,24.412246584494245,0.9327430661952172,0,1,0,1,0,3
72,62,0,2,0.3556758632500981,0.1715464826543786,27.83496202950773,32.19572872163579,3.5024212146831633,3.36158861024694,0.5396816382898406,16.097864360817894,13.917481014753864,0.6230221486078433,0,0,1,0,0,3
73,53,0,2,0.4940350664047558,0.4412061511384528,50.54184547002313,32.07495144023833,3.498776241828765,3.9423940111416416,0.6370903867760748,16.037475720119165,25.270922735011563,0.9461376157217948,0,1,0,1,1,1
74,71,0,4,0.3972194367690383,0.0988733272245343,97.05827600013234,96.65419169171224,4.581432582071784,4.585561954997075,1.0260030426655269,24.16354792292806,24.264569000033084,0.6952353598098813,0,0,1,0,0,4
76,35,0,4,0.5269756469310634,0.5248379105828406,161.8611353638585,87.54359389771716,4.483495017147905,5.092897907424844,1.7687523219719008,21.88589847442929,40.465283840964624,1.0469401103534794,1,0,0,1,0,0
78,59,1,2,0.4439154316636529,0.321582000135501,96.5034326233388,105.91209796677244,4.672006982504857,4.579887583777289,1.2589485463759345,52.95604898338622,48.2517163116694,0.6477131810164573,0,0,1,1,0,0
80,53,0,2,0.4049480287805814,0.4070983917306815,28.932468353308515,35.68719865355428,3.6024278836821253,3.3989437893397323,0.6887932528124983,17.84359932677714,14.466234176654257,0.593726763938862,0,1,0,0,0,3
81,71,0,2,0.1364101837846134,0.1094148201996885,22.75865594166605,58.38728609743913,4.084080164695383,3.16794692478271,0.7329667714854498,29.193643048719565,11.379327970833025,0.3291511247084397,0,0,1,1,1,3
82,58,0,3,0.6039893945151376,0.5032488098198158,65.75393227619855,158.32843378334843,5.070967693036833,4.2010132060500505,1.5813818185939303,52.77614459444948,21.917977425399517,0.3473421195293531,0,0,1,0,0,3
83,57,0,2,0.298400041083737,0.2279434491781889,89.63121234689879,55.0350499092539,4.025977386183596,4.506798660860138,0.8653663158558115,27.51752495462695,44.815606173449396,0.9664591966251769,0,0,1,1,1,4
84,70,1,2,0.2972738709119316,0.1981635753726065,38.22809605326512,56.1956189467181,4.046477303611855,3.6693932261164797,0.7228490294183242,28.09780947335905,19.11404802663256,0.5189534606453132,0,0,1,0,0,1
85,48,0,2,0.5327026125225545,0.581388584321324,100.54163452152484,85.92934828113697,4.465095700009344,4.620468906706261,1.3275826870702345,42.96467414056848,50.27081726076242,0.774750211792502,0,1,0,1,0,0
86,60,0,3,0.3576642529019424,0.4446423028809783,55.90133269017883,107.76075950415871,4.689150603044031,4.041318762478018,1.2544940905287048,35.9202531680529,18.633777563392943,0.41789030861739196,0,0,1,0,0,1
87,68,0,4,0.2266843091400668,0.2441710076881363,192.57663209406005,156.4515401542793,5.059117729361874,5.265673465563913,1.403072138246222,39.11288503856982,48.14415802351501,0.8024063272661224,0,0,1,0,1,0
89,58,1,3,0.3624281938363898,0.4935383316417491,12.409282327506292,37.54244985800529,3.6517602275981553,2.595947178151269,0.6500671744470519,12.514149952668431,4.1364274425020975,0.2855848939166665,0,0,1,0,0,3
90,38,0,4,0.2411569196500191,0.134689995586095,80.94293718528725,111.55660600855852,4.723456259620175,4.406023117037519,1.8424873316313726,27.88915150213963,20.235734296321812,0.5455616414235381,0,1,0,0,0,4
91,43,1,4,0.6410375920035679,0.3426220723408181,58.285550578369374,70.73965029565692,4.273043597484741,4.082365609842864,1.3139268144780154,17.68491257391423,14.571387644592344,0.6010015006460411,0,1,0,0,0,4
92,56,0,3,0.3740756553126976,0.4499525394872711,22.0252436221548,63.95453465451706,4.173687558300982,3.136591162852161,0.9707258335282286,21.318178218172353,7.3417478740516,0.29593969740118153,0,0,1,0,1,2
93,62,0,3,0.3123466862351707,0.2891846200970934,38.63409615235299,40.721134766302,3.731007829338461,3.679689761748865,0.644436918805087,13.573711588767333,12.878032050784329,0.6671871275041316,0,0,1,1,0,3
94,75,1,2,0.2386858709872558,0.1374538535070982,84.33170947178911,139.7036517650991,4.946655918048634,4.446546126002916,1.2263261907043712,69.85182588254955,42.165854735894555,0.47228049608863243,0,0,1,0,1,0
95,47,1,3,0.3403082218682335,0.4169887555988127,29.970091421957854,25.463019972248684,3.2757482856679814,3.433021945932897,0.6145191102028684,8.487673324082895,9.990030473985952,0.7779498913662866,0,1,0,1,0,3
96,57,1,2,0.5775277108378541,0.5132402509421176,102.15753448012886,123.31611109256248,4.822827604699581,4.636257280767559,1.4068082004727633,61.65805554628124,51.07876724006443,0.6034522136086541,0,0,1,0,0,3
97,54,1,2,0.5417482810019754,0.6613560906266877,80.40266307822644,47.90493056121904,3.8898782208706586,4.399407988422068,0.8306142539128133,23.95246528060952,40.20133153911322,0.9852120228680381,0,1,0,1,0,3
98,43,0,2,0.3415218262888678,0.3069516216776456,44.32883861910568,31.64243500664976,3.485613129232738,3.813943444044481,0.7961624773016795,15.82121750332488,22.16441930955284,0.875856190532678,0,1,0,1,0,1
99,46,1,2,0.3701538444363654,0.2883892979634122,8.251982679213135,8.63458015806331,2.265358726247835,2.2248378722547226,0.26062748281306747,4.317290079031655,4.125991339606568,0.6707431178219158,0,1,0,0,0,1
100,40,1,3,0.5378243539374455,0.3967785508278673,33.23527558568046,28.32687405219242,3.3785042987957405,3.533256562363336,0.8027202597469963,9.442291350730807,11.07842519522682,0.776236260551119,0,1,0,1,0,2
101,70,0,2,0.7185357050558515,0.1719070070231434,71.52269698479941,119.79350052341404,4.794082480439126,4.283899574726292,1.1818053293987334,59.89675026170702,35.761348492399705,0.46815811209558933,0,0,1,0,1,4
102,49,0,2,0.4230850727713873,0.3269457313001689,44.917036110840506,52.38470781234851,3.9775243343990003,3.8268362053036635,0.9696502953283449,26.192353906174255,22.458518055420253,0.6192021990959897,0,1,0,0,0,4
103,56,1,3,0.2969958309856143,0.4002009535930015,46.60449679576778,113.13678647029862,4.737397610430627,3.862927227274641,1.361218381028307,37.71226215676621,15.534832265255927,0.3449579405388684,0,0,1,0,0,4
104,49,0,2,0.4755674228583828,0.2947946944366029,92.65384698132073,44.27237417082184,3.8126970047561883,4.539605506330665,0.8685749013936019,22.13618708541092,46.32692349066036,1.1290813743869481,0,1,0,1,0,1
105,58,1,3,0.2807686056544954,0.2775121823795914,29.649549198290355,25.221898740732836,3.266594891454806,3.4226179542248016,0.4794391382253006,8.40729958024428,9.883183066096786,0.7772805244540257,0,0,1,1,0,2
108,64,0,2,0.3251611643145318,0.4207673122829551,26.95739684945128,69.52272246051184,4.25593496229374,3.3306818103650238,0.9079386948568665,34.76136123025592,13.47869842472564,0.3276833285923166,0,0,1,0,0,0
109,73,1,4,0.164403823466463,0.122971427352981,61.79547525522887,65.18882696736206,4.192511671770468,4.139883020802448,0.7719981919126696,16.297206741840515,15.448868813807218,0.6667753855557914,0,0,1,0,0,4
113,70,1,3,0.5720374441108353,0.5483845583316598,60.74308270956271,128.3020485274578,4.86215112886544,4.122981948335507,1.229872503248312,42.7673495091526,20.247694236520903,0.3875985379748674,0,0,1,1,1,1
114,36,1,3,0.1452142803066833,0.1676404068739711,8.256697824682531,10.639027239708804,2.454363868339333,2.225347378653129,0.44465300154976756,3.546342413236268,2.7522326082275104,0.5744066545176073,0,1,0,0,0,0
115,71,1,4,0.2700691548551775,0.2948123979293943,14.541733192898906,41.16378920880221,3.741561777063546,2.7435288697949494,0.566615457421999,10.290947302200552,3.6354332982247266,0.30252032027602643,0,0,1,0,0,3
116,56,0,2,0.4219578584199207,0.3887271555019821,97.11303439084928,48.320861241765336,3.8983471404665773,4.586120226153342,0.8060277485561981,24.160430620882668,48.55651719542464,1.1018582806456345,0,0,1,1,0,1
117,74,1,4,0.3834500437259193,0.2612787595007096,86.41370988542819,118.0605620628172,4.779632288550799,4.470652134037338,1.1220807151513075,29.5151405157043,21.603427471357048,0.5492444273994731,0,0,1,1,1,4
119,52,1,2,0.4420118241985497,0.2407285480585138,47.31637640694694,51.04673483004954,3.9521420616821286,3.8777705592364655,0.8995425154168213,25.52336741502477,23.65818820347347,0.6559242656370384,0,1,0,1,0,3
120,32,1,2,0.2880660103236703,0.1762932614244997,13.703254486579011,27.684215040925466,3.356346972886853,2.688068862925565,1.045778979614431,13.842107520462733,6.851627243289506,0.4021157699536619,1,0,0,0,0,4
121,80,1,2,0.3371966311569483,0.2512891149008961,39.472540671527,170.8764684672822,5.146776012193979,3.7006237360506047,1.3116583370383044,85.4382342336411,19.7362703357635,0.20782721067252732,0,0,1,1,1,0
122,63,1,2,0.3054693456684302,0.2531897895909734,51.26021849488004,35.43921034571631,3.595645402171129,3.9562354410037424,0.5712154601182254,17.719605172858156,25.63010924744002,0.8946284519505101,0,0,1,1,1,0
123,87,0,4,0.1571198517079078,0.0601391423545419,13.266354567486978,350.4696018069439,5.8621232261651715,2.65790393756963,1.7928769441606456,87.61740045173597,3.3165886418717445,0.03715423520440511,0,0,1,1,1,3
124,37,0,2,0.6500541202575496,0.3408761508459957,48.69305839186055,65.85967349387504,4.202595997550101,3.905865253163902,1.4569819864617832,32.92983674693752,24.346529195930277,0.5535089381074925,0,1,0,0,0,3
125,49,1,2,0.23238863531274,0.1623770891111135,14.33445524434928,8.434604690807301,2.244384279777133,2.7301022732540656,0.2339500672889254,4.217302345403651,7.16722762217464,0.9930597444327112,0,1,0,1,0,0
126,52,1,2,0.34296141224552,0.2561492492236529,10.055763192293153,13.358549376914802,2.664345540196688,2.4029518478644087,0.32329496746556685,6.679274688457401,5.027881596146576,0.5611909009987854,0,1,0,0,1,4
127,72,1,2,0.1785443913196071,0.1471271158432354,16.974924749898907,23.502212319247946,3.1987634122188093,2.8889777172227653,0.355793621569577,11.751106159623973,8.487462374949454,0.5436427399379997,0,0,1,0,1,2
128,51,0,2,0.5467560908529212,0.262737164235901,39.46446600040521,24.951446371667053,3.2562273449244388,3.700424206280958,0.5503536376330975,12.475723185833527,19.732233000202605,0.9484288977867377,0,1,0,1,0,0
129,65,0,2,0.2446620816468794,0.1657607218835161,67.0408240487669,74.51351281627501,4.324311617939388,4.2201078786942805,0.9370203216976188,37.256756408137505,33.52041202438345,0.6417031604628215,0,0,1,0,0,2
130,30,0,2,0.1899513082499875,0.1819089798189165,41.98463850661115,27.216826150054477,3.3399184719938617,3.7608428078344125,1.1293361115378697,13.608413075027238,20.992319253305574,0.9331866374578913,1,0,0,1,0,2
131,49,1,2,0.19900715922268,0.1227168943993086,14.877565022710137,23.79095073717698,3.2104786969525563,2.764907107960431,0.5558757802671772,11.89547536858849,7.438782511355068,0.48572043542320953,0,1,0,1,1,4
132,43,0,2,0.5551565353053651,0.5978187653277371,71.80022565749084,26.464903624893797,3.3129089577730912,4.287719054888645,0.7020479056457691,13.232451812446898,35.90011282874542,1.3118497628042731,0,1,0,1,0,3
133,40,0,2,0.6864594433926186,0.6209112579020863,50.38438573649382,53.96315995328662,4.006663141772328,3.9393343468651514,1.2078326492694533,26.98157997664331,25.19219286824691,0.6594255226067498,0,1,0,1,0,4
134,62,0,3,0.3128049960134925,0.2391308738791931,60.56616540841641,28.79923157072418,3.394482606961579,4.120112456788993,0.4946858294610879,9.599743856908061,20.18872180280547,1.1323848436402932,0,0,1,1,0,2
135,57,1,3,0.4870188105440561,0.5149473880954671,41.87461059866938,125.87058100310182,4.843167519657287,3.7582798231980816,1.4223283976596928,41.95686033436727,13.958203532889792,0.2871918671771461,0,0,1,0,1,1
136,56,1,3,0.6918005153624484,0.6866284436708823,133.33992988342052,175.8347256238248,5.175215542816713,4.900373377904836,1.7063073683540844,58.6115752079416,44.44664329447351,0.5643618505047293,0,0,1,0,0,3
137,31,1,2,0.7117858731094555,0.6009032174741847,31.99374685736113,40.74862689158415,3.7316665619316836,3.4963180543402643,1.363694959161084,20.374313445792076,15.996873428680566,0.5795019291564445,1,0,0,1,0,2
140,52,1,2,0.5410785268975276,0.3990221598747286,26.96749028426225,60.67739090330673,4.1219174278303345,3.331042774345029,1.0056339593539234,30.338695451653365,13.483745142131125,0.36772205314608963,0,1,0,0,0,1
142,52,1,3,0.2272356054611444,0.355439672879122,20.32708838170297,31.565964435644737,3.4832677072713203,3.059978019729482,0.6428453409193392,10.521988145214912,6.7756961272343235,0.4971054588187509,0,1,0,0,0,4
144,51,0,3,0.503231213771621,0.5476477426158923,60.50808901347336,41.20610126486263,3.7425647903274046,4.119168694837698,0.7938718368897191,13.735367088287544,20.16936300449112,0.9035804897370651,0,1,0,1,1,3
145,49,1,3,0.5779699858127467,0.4782313070587761,45.25579903934688,88.51039273142057,4.494354738443556,3.834186840732965,1.326000093145728,29.503464243806857,15.085266346448961,0.4129734613045643,0,1,0,0,0,4
146,45,1,2,0.5547345416773592,0.579913550216696,73.74199586519745,54.75071753640803,4.020890280865618,4.314042127811004,1.0836281751792145,27.375358768204016,36.870997932598726,0.8530817233830615,0,1,0,1,1,1
148,46,0,3,0.6334700025675758,0.577531259671244,111.94664677061482,206.82750844779903,5.336708449344546,4.726915554740829,2.0958048113965035,68.94250281593301,37.31554892353827,0.43259772131732055,0,1,0,0,1,3
150,66,0,2,0.2508461551707087,0.190680528264221,45.31760184812912,74.5744776493646,4.325118628956086,3.8355220583521,0.9250237340806614,37.2872388246823,22.65880092406456,0.47479367460481225,0,0,1,1,1,2
151,61,0,3,0.3199247308439824,0.3249597940009382,18.53811436513444,87.35454414010275,4.481357630834143,2.9723671406855425,1.093710477276103,29.118181380034247,6.179371455044813,0.19245086798135552,0,0,1,0,0,3
152,55,1,3,0.2575313924052168,0.2690023560220862,18.513977666621557,52.384191820753045,3.977514668820405,2.9711310122053227,0.8664832231408794,17.46139727358435,6.171325888873852,0.3026397519715889,0,1,0,1,0,0
153,54,1,2,0.6851228800535806,0.3309966354408013,162.3963321923648,78.54749481940256,4.376354262388514,5.096178735370816,1.138763743351331,39.27374740970128,81.1981660961824,1.1208603520055722,0,1,0,1,0,2
154,49,0,2,0.4250634456861933,0.3837785008717221,48.62299605672845,43.01338388198404,3.784493766801168,3.9044543564635967,0.8519306465757498,21.50669194099202,24.311498028364223,0.756317033401773,0,1,0,1,0,2
155,78,0,2,0.1305590272150137,0.6287446249942136,36.8124575191937,655.0026635815956,6.486164849273644,3.632638612331089,2.217576945384104,249.64396422939797,18.40622875959685,0.07113849052291238,0,0,1,1,1,3
156,54,0,2,0.3913465173002593,0.3740822124297564,44.887649286542256,44.16456450218064,3.810312808181371,3.8261960021337544,0.7855608415177988,22.08228225109032,22.443824643271128,0.7013001100425393,0,1,0,1,0,3
157,47,0,4,0.3078212820830837,0.4836345708497163,68.69487740761976,47.4255171596204,3.8800268888358347,4.244126820196441,0.9481190236661874,11.8563792899051,17.17371935190494,0.8954671165266203,0,1,0,1,0,1
158,69,0,1,0.3708103932861674,0.299614567085169,46.44837253592937,70.50744527603639,4.269801574013612,3.859642225962553,0.8569280873200233,70.50744527603639,46.44837253592937,0.5060779269460115,0,0,1,0,1,3
159,52,1,3,0.6330283736142492,0.4872695453615707,106.62586592062269,115.75055773987498,4.760039673752799,4.6786610084356,1.4602784738780352,38.583519246624995,35.54195530687423,0.6529340365945464,0,1,0,1,0,0
